Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Liquidity_State,Leverage_State,Efficiency_State,Size_State,Profitability_State
IDI,Đầu tư và PT Đa Quốc Gia,HOSE,Hàng Tiêu dùng,2023,-0.2948743179486594,0.0294470982971142,-0.3067385127048386,0.7559541206400306,-0.2925445608142078,Trung bình,Trung bình,Trung bình,Cao,Trung bình
IDI,Đầu tư và PT Đa Quốc Gia,HOSE,Hàng Tiêu dùng,2024,-0.1796691632333684,-0.0464238931152223,-0.196994987572112,0.7451808852826503,-0.2962093914961585,Trung bình,Trung bình,Trung bình,Cao,Trung bình
IJC,Becamex IJC,HOSE,Tài chính,2020,-0.4588785490797782,0.2355936736842532,,0.3466192293337766,0.2703153172814221,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
IJC,Becamex IJC,HOSE,Tài chính,2021,-0.4460207629552058,-0.2767623141146097,0.1585537864888516,0.2801311335019814,0.3585584227671125,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
IJC,Becamex IJC,HOSE,Tài chính,2022,-0.3767838288379774,-0.2833341696497305,0.0825943226058961,0.1826524376011058,0.6909106208275109,Trung bình,Trung bình,Trung bình,Trung bình,Cao
IJC,Becamex IJC,HOSE,Tài chính,2023,-0.2232606077137768,-0.3564517758159854,-0.0173950668339251,0.1622612745227475,0.4505146816689484,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
IJC,Becamex IJC,HOSE,Tài chính,2024,-0.1800990639771212,-0.3884714301646279,-0.122431968062494,0.0807343587908803,0.2026216390061714,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
ILB,ICD Tân Cảng Long Bình,HOSE,Công nghiệp,2020,-0.3646777445242413,0.2694983240003569,,-0.210267620972936,0.1110673261623853,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
ILB,ICD Tân Cảng Long Bình,HOSE,Công nghiệp,2021,-0.210939281531861,0.3703689945918,,-0.2409625037718951,0.1591195900523372,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
ILB,ICD Tân Cảng Long Bình,HOSE,Công nghiệp,2022,-0.2822655682801301,0.2410316651050487,,-0.2640941557953131,0.1332361849737194,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
ILB,ICD Tân Cảng Long Bình,HOSE,Công nghiệp,2023,-0.278185367905484,0.3023016688345753,,-0.2550294887863782,0.582202959377645,Trung bình,Trung bình,Không xác định,Trung bình,Cao
ILB,ICD Tân Cảng Long Bình,HOSE,Công nghiệp,2024,-0.3630487895530251,0.1629138536053533,,-0.2879043641282069,0.2582830088855158,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
IMP,IMEXPHARM,HOSE,Dược phẩm và Y tế,2020,-0.2472094734954149,-0.3193362841528458,,0.3755102132990485,0.3985510958277433,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
IMP,IMEXPHARM,HOSE,Dược phẩm và Y tế,2021,0.6169672528990872,-0.3251912324294536,-0.1944895173061901,0.4359880674279539,0.2872817193234112,Cao,Trung bình,Trung bình,Trung bình,Trung bình
IMP,IMEXPHARM,HOSE,Dược phẩm và Y tế,2022,0.7893156104477986,-0.5631192483712439,0.0460688493979604,0.5465877456101477,0.2494276108403904,Cao,Thấp,Trung bình,Cao,Trung bình
IMP,IMEXPHARM,HOSE,Dược phẩm và Y tế,2023,0.1172270328392732,-0.3387562275131973,0.054349418211027,0.4852424244914596,0.7275800864714124,Trung bình,Trung bình,Trung bình,Trung bình,Cao
IMP,IMEXPHARM,HOSE,Dược phẩm và Y tế,2024,0.5787992686258243,-0.4249224876838637,0.2161670427680201,0.6217108605933017,1.1362969152839173,Cao,Trung bình,Trung bình,Cao,Cao
ITA,Đầu tư CN Tân Tạo,HOSE,Tài chính,2020,-0.1178892713944683,-0.4242998331133101,,0.2575003664512115,-0.5555347390341232,Trung bình,Trung bình,Không xác định,Trung bình,Thấp
ITA,Đầu tư CN Tân Tạo,HOSE,Tài chính,2021,-0.2176680172320954,-0.5866221798948019,-0.3186304097054624,0.2312222729130424,-0.1903644165898216,Trung bình,Thấp,Trung bình,Trung bình,Trung bình
ITA,Đầu tư CN Tân Tạo,HOSE,Tài chính,2022,-0.0484651221539713,-0.480823294732621,-0.6946485354096155,,-0.5068271628436124,Trung bình,Trung bình,Thấp,Không xác định,Thấp
ITC,Đầu tư kinh doanh Nhà,HOSE,Tài chính,2020,-0.5544821489548534,-0.0802044116159971,,-0.0449089345465997,-0.3913907251768031,Thấp,Trung bình,Không xác định,Trung bình,Trung bình
ITC,Đầu tư kinh doanh Nhà,HOSE,Tài chính,2021,-0.6419302784106223,-0.2590294895177814,-0.167109981980274,-0.2594083711506827,-0.1474909690850872,Thấp,Trung bình,Trung bình,Trung bình,Trung bình
ITC,Đầu tư kinh doanh Nhà,HOSE,Tài chính,2022,-0.4884463509642711,-0.2056456226554415,-0.1092175638836387,-0.2192405857459029,0.1960321348753238,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
ITC,Đầu tư kinh doanh Nhà,HOSE,Tài chính,2023,-0.2315156145840343,-0.2668359120510456,-0.2294798965829739,-0.2504134090061707,-0.1521566978625929,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
ITC,Đầu tư kinh doanh Nhà,HOSE,Tài chính,2024,-0.198628837857399,-0.4166265190878683,-0.1079468374594362,-0.2837142472741671,-0.0449306892096318,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
ITD,Công nghệ Tiên Phong,HOSE,Công nghệ Thông tin,2020,0.1104250262005828,-0.629156387576351,,-1.0505374247531505,1.0206529632346169,Trung bình,Thấp,Không xác định,Thấp,Cao
ITD,Công nghệ Tiên Phong,HOSE,Công nghệ Thông tin,2021,0.1828353054447754,-0.5044543704775521,0.0192100631701744,-1.089502002917981,-0.1438061672597329,Trung bình,Thấp,Trung bình,Thấp,Trung bình
ITD,Công nghệ Tiên Phong,HOSE,Công nghệ Thông tin,2022,-0.1871883479547388,-0.0859892593672933,0.6232765786320548,-0.7863773527754585,-0.4301061574648335,Trung bình,Trung bình,Cao,Thấp,Trung bình
ITD,Công nghệ Tiên Phong,HOSE,Công nghệ Thông tin,2023,-0.363235811867253,0.1441184529104806,0.0510120738977561,-0.7392100779494033,-1.6609127320337802,Trung bình,Trung bình,Trung bình,Thấp,Thấp
ITD,Công nghệ Tiên Phong,HOSE,Công nghệ Thông tin,2024,-0.4529743261009098,-0.1210453281891385,0.0392256063718712,-1.0349426118503504,-0.4196124869580047,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
JVC,Đầu tư và Phát triển Y tế Việt Nhật,HOSE,Dược phẩm và Y tế,2020,-0.2846367473452953,-0.3034710269372657,,-1.0631405639566132,-2.472472981115414,Trung bình,Trung bình,Không xác định,Thấp,Thấp
JVC,Đầu tư và Phát triển Y tế Việt Nhật,HOSE,Dược phẩm và Y tế,2021,-0.5953280059173942,-0.2899597504962019,-0.2781331704613047,-1.2005599998872247,-1.8231186626594351,Thấp,Trung bình,Trung bình,Thấp,Thấp
JVC,Đầu tư và Phát triển Y tế Việt Nhật,HOSE,Dược phẩm và Y tế,2022,-0.1070272353527328,-0.4773684552434472,-0.1233970676625816,-1.3419514959581984,-1.468527515335463,Trung bình,Trung bình,Trung bình,Thấp,Thấp
JVC,Đầu tư và Phát triển Y tế Việt Nhật,HOSE,Dược phẩm và Y tế,2023,0.6055283443040421,-0.224380512854017,-0.0802583801044978,-1.365181363044652,-0.0191097722441916,Cao,Trung bình,Trung bình,Thấp,Trung bình
JVC,Đầu tư và Phát triển Y tế Việt Nhật,HOSE,Dược phẩm và Y tế,2024,-0.7727448617854021,-0.084691996677336,-0.3374436940005786,-1.1604563837039754,-0.055347306218116,Thấp,Trung bình,Trung bình,Thấp,Trung bình
KBC,TCT Đô thị Kinh Bắc,HOSE,Tài chính,2020,0.0374096268053924,-0.081444997166008,,0.8086995067838205,-0.6931427007443238,Trung bình,Trung bình,Không xác định,Cao,Thấp
KBC,TCT Đô thị Kinh Bắc,HOSE,Tài chính,2021,0.4286615900810864,-0.3207229676996095,-0.2189077487914394,0.9685150467454524,0.0459075289808606,Trung bình,Trung bình,Trung bình,Cao,Trung bình
KBC,TCT Đô thị Kinh Bắc,HOSE,Tài chính,2022,-0.1369091289523177,-0.1830465694570535,-0.4183028924449424,0.5761571368153683,0.6560125419585608,Trung bình,Trung bình,Trung bình,Cao,Cao
KBC,TCT Đô thị Kinh Bắc,HOSE,Tài chính,2023,-0.1165200672072762,-0.3635549448968017,-0.181527891545255,1.062058180441146,0.5480663730674227,Trung bình,Trung bình,Trung bình,Cao,Cao
KBC,TCT Đô thị Kinh Bắc,HOSE,Tài chính,2024,0.0939476192116211,0.8736713235089705,-0.2690971755526705,0.9104549173017178,-0.0247589191893695,Trung bình,Cao,Trung bình,Cao,Trung bình
KDC,Tập đoàn KIDO,HOSE,Hàng Tiêu dùng,2020,-0.1933565299778648,-0.1697213522562961,,1.0854115245757356,-0.4432260509380015,Trung bình,Trung bình,Không xác định,Cao,Trung bình
KDC,Tập đoàn KIDO,HOSE,Hàng Tiêu dùng,2021,-0.2562658959767236,-0.1073821141212911,-0.5610197085512142,1.180715318665588,-0.1528774312242797,Trung bình,Trung bình,Thấp,Cao,Trung bình
KDC,Tập đoàn KIDO,HOSE,Hàng Tiêu dùng,2022,-0.2773999554633189,0.3587180849515901,-0.096318359064535,1.1501140391411238,-0.1667229553050567,Trung bình,Trung bình,Trung bình,Cao,Trung bình
KDC,Tập đoàn KIDO,HOSE,Hàng Tiêu dùng,2023,-0.0108272681186028,-0.0444011920013975,-0.2455760419868126,0.9709869132071476,-0.2687505892325441,Trung bình,Trung bình,Trung bình,Cao,Trung bình
KDC,Tập đoàn KIDO,HOSE,Hàng Tiêu dùng,2024,-0.2217781552855314,0.1148334018584077,-0.486495165803995,0.9226509926438576,-0.3220467681653634,Trung bình,Trung bình,Trung bình,Cao,Trung bình
KDH,Nhà Khang Điền,HOSE,Tài chính,2020,0.1843378993534717,-0.2721803873290525,,0.8311558633572478,0.4925826987435241,Trung bình,Trung bình,Không xác định,Cao,Trung bình
KDH,Nhà Khang Điền,HOSE,Tài chính,2021,0.9724537949631428,-0.5183240895253352,-0.0128017563061711,0.6537404535610836,0.2896519331104832,Cao,Thấp,Trung bình,Cao,Trung bình
KDH,Nhà Khang Điền,HOSE,Tài chính,2022,0.6025737494303469,-0.2268142639308948,-0.1923736089148385,0.71478237116736,0.3955072419568882,Cao,Trung bình,Trung bình,Cao,Trung bình
KDH,Nhà Khang Điền,HOSE,Tài chính,2023,-0.045609238010481,-0.3412354413150631,-0.2714889035071705,0.729605916765836,-0.0354770066889102,Trung bình,Trung bình,Trung bình,Cao,Trung bình
KDH,Nhà Khang Điền,HOSE,Tài chính,2024,0.1043347206907652,-0.3502930567108255,-0.1419363056273514,0.8283757612368664,0.0762880488990129,Trung bình,Trung bình,Trung bình,Cao,Trung bình
KHG,Tập đoàn Khải Hoàn Land,HOSE,Tài chính,2020,0.2523705174106717,-0.3932876941224201,,-0.5905298855218415,-0.1056497902699868,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
KHG,Tập đoàn Khải Hoàn Land,HOSE,Tài chính,2021,0.1910429884033391,-0.5313767956611483,1.8235353567867376,0.0595694126374987,0.1514991052303938,Trung bình,Thấp,Cao,Trung bình,Trung bình
KHG,Tập đoàn Khải Hoàn Land,HOSE,Tài chính,2022,-0.3739921407667952,-0.3878356636181886,1.997068318749505,0.1149088181873237,0.4383910349594853,Trung bình,Trung bình,Cao,Trung bình,Trung bình
KHG,Tập đoàn Khải Hoàn Land,HOSE,Tài chính,2023,-0.1804053435979216,-0.5187042167499578,0.6573348677016263,-0.2240013530509093,-0.4359787821676371,Trung bình,Thấp,Cao,Trung bình,Trung bình
KHG,Tập đoàn Khải Hoàn Land,HOSE,Tài chính,2024,-0.1176161379669818,-0.5473738629430828,0.1257578340166746,-0.2791550247319745,-0.0426249990071637,Trung bình,Thấp,Trung bình,Trung bình,Trung bình
KHP,Điện lực Khánh Hòa,HOSE,Tiện ích Cộng đồng,2020,-0.3101960175017901,0.5217182486675895,,0.3536846165933009,-0.4844572557268349,Trung bình,Cao,Không xác định,Trung bình,Trung bình
KHP,Điện lực Khánh Hòa,HOSE,Tiện ích Cộng đồng,2021,-0.4093941394196626,0.3598303590727613,1.0519659551816318,0.320585688387061,-0.8142077363020631,Trung bình,Trung bình,Cao,Trung bình,Thấp
KHP,Điện lực Khánh Hòa,HOSE,Tiện ích Cộng đồng,2022,-0.2679174627354814,0.3449708934929558,0.4354701128800111,0.2930608285438258,-0.8040264724139679,Trung bình,Trung bình,Trung bình,Trung bình,Thấp
KHP,Điện lực Khánh Hòa,HOSE,Tiện ích Cộng đồng,2023,-0.6033040724557277,0.5959231152333901,0.3857270520345618,0.3749215112592643,-0.6708895224874377,Thấp,Cao,Trung bình,Trung bình,Thấp
KHP,Điện lực Khánh Hòa,HOSE,Tiện ích Cộng đồng,2024,-0.4675930049125341,0.1090631007912846,0.4524278837236286,0.4156851709744366,-0.3493071422677574,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
KMR,MIRAE,HOSE,Hàng Tiêu dùng,2020,-0.554347413919898,-0.0500331486243772,,-0.8903637650850731,-0.7977920309311228,Thấp,Trung bình,Không xác định,Thấp,Thấp
KMR,MIRAE,HOSE,Hàng Tiêu dùng,2021,-0.3321310479696053,-0.2692827256773162,-0.4455602049234864,-0.8800649074503681,-0.6009342194907804,Trung bình,Trung bình,Trung bình,Thấp,Thấp
KMR,MIRAE,HOSE,Hàng Tiêu dùng,2022,-0.3053416347281152,-0.2696198962228829,-0.1130669275708598,-0.9496365424036136,-0.2429148163702032,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
KMR,MIRAE,HOSE,Hàng Tiêu dùng,2023,-0.2162503370124938,-0.0289447734156973,-0.363453426201399,-1.0198166152211376,-0.2581093678851949,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
KMR,MIRAE,HOSE,Hàng Tiêu dùng,2024,-0.1625967471165179,-0.0601314941593645,-0.5215609525814657,-1.0804826008707806,-0.2864577571020597,Trung bình,Trung bình,Thấp,Thấp,Trung bình
KOS,Công ty KOSY,HOSE,Tài chính,2020,-0.1680398662319971,-0.2162184663553517,,-0.1950626738969839,-0.9611187940490932,Trung bình,Trung bình,Không xác định,Trung bình,Thấp
KOS,Công ty KOSY,HOSE,Tài chính,2021,-0.2938777823722402,-0.9016134456138674,-0.0037154013954455,-0.1665206676327807,-0.5316401036641228,Trung bình,Thấp,Trung bình,Trung bình,Thấp
KOS,Công ty KOSY,HOSE,Tài chính,2022,-0.3147615875878363,-0.3525560916073056,0.0119755789071498,-0.0292041234306038,-0.2609404404082609,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
KOS,Công ty KOSY,HOSE,Tài chính,2023,-0.2106609037218113,-0.2473358435312721,0.0250369097170574,0.0285477622688644,-0.4264635099326438,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
KOS,Công ty KOSY,HOSE,Tài chính,2024,-0.1691798613668832,-0.5244881732965234,0.1827772375155775,0.007578516154261,-0.0651708342190553,Trung bình,Thấp,Trung bình,Trung bình,Trung bình
KPF,Đầu tư Tài sản KOJI,HOSE,Công nghiệp,2020,-0.6305305817320774,1.0049568033985212,,-0.9974412410974745,-0.1079500457946713,Thấp,Cao,Không xác định,Thấp,Trung bình
KPF,Đầu tư Tài sản KOJI,HOSE,Công nghiệp,2021,5.982114362235183,-0.3311586928208075,,-1.0619382096289878,0.0692631859946665,Cao,Trung bình,Không xác định,Thấp,Trung bình
KPF,Đầu tư Tài sản KOJI,HOSE,Công nghiệp,2022,4.8020840229254285,-0.439342521797363,,-2.272650594073364,3.3698643069147383,Cao,Trung bình,Không xác định,Thấp,Cao
KPF,Đầu tư Tài sản KOJI,HOSE,Công nghiệp,2023,2.5662959403237395,-0.4623971942869577,,-2.286799269131314,1.344889440332371,Cao,Trung bình,Không xác định,Thấp,Cao
KPF,Đầu tư Tài sản KOJI,HOSE,Công nghiệp,2024,-0.1666706088950857,-0.5498344964010545,,-2.4242059307622807,,Trung bình,Thấp,Không xác định,Thấp,Không xác định
KSB,Khoáng sản Bình Dương,HOSE,Nguyên vật liệu,2020,-0.1673144021921866,0.2169109359385254,,0.2437904337920339,0.7866828845832178,Trung bình,Trung bình,Không xác định,Trung bình,Cao
KSB,Khoáng sản Bình Dương,HOSE,Nguyên vật liệu,2021,-0.2275204380865254,0.0395858996141331,-0.7181068779143063,0.0575924172925419,0.5484535034853222,Trung bình,Trung bình,Thấp,Trung bình,Cao
KSB,Khoáng sản Bình Dương,HOSE,Nguyên vật liệu,2022,-0.2537053753824738,0.0445322594459082,-1.8524828687523025,-0.0448430287210446,0.2719498422542891,Trung bình,Trung bình,Thấp,Trung bình,Trung bình
KSB,Khoáng sản Bình Dương,HOSE,Nguyên vật liệu,2023,-0.3278829501153043,-3.6399115724854743,-0.9730852858715652,-0.1673169893421687,0.2117390738114395,Trung bình,Thấp,Thấp,Trung bình,Trung bình
KSB,Khoáng sản Bình Dương,HOSE,Nguyên vật liệu,2024,-0.3121184653034687,-0.3553699495009989,-1.04593038839592,-0.1777123824867653,-0.3190006607939001,Trung bình,Trung bình,Thấp,Trung bình,Trung bình
L10,LILAMA 10,HOSE,Công nghiệp,2020,-0.2698195544270302,0.6110539560341414,,-0.029524638458112,-0.1899440014881788,Trung bình,Cao,Không xác định,Trung bình,Trung bình
L10,LILAMA 10,HOSE,Công nghiệp,2021,-0.130732111530709,1.2787782048079164,-0.0668887953034145,-0.0627164719580715,-0.4614722719035289,Trung bình,Cao,Trung bình,Trung bình,Trung bình
L10,LILAMA 10,HOSE,Công nghiệp,2022,-0.0776414872866016,0.6326744648188496,-0.0638934790524787,-0.2198898815897967,-0.2315048530233348,Trung bình,Cao,Trung bình,Trung bình,Trung bình
L10,LILAMA 10,HOSE,Công nghiệp,2023,-0.0145824591966854,1.081135224631656,-0.0398531113238383,-0.1218924145840971,-0.2542964635709987,Trung bình,Cao,Trung bình,Trung bình,Trung bình
L10,LILAMA 10,HOSE,Công nghiệp,2024,-0.3369650461970134,1.0466793316792216,-0.1491670842994329,-0.1207209859320598,-0.1287334239436646,Trung bình,Cao,Trung bình,Trung bình,Trung bình
LAF,Chế biến Hàng XK Long An,HOSE,Hàng Tiêu dùng,2020,0.0272156596032455,-0.4299821130636262,,-1.512937098372191,0.3618803441905256,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
LAF,Chế biến Hàng XK Long An,HOSE,Hàng Tiêu dùng,2021,-0.1403507785762032,-0.4596134899997092,-0.0728971290790101,-1.4425387857005438,0.8324115713548728,Trung bình,Trung bình,Trung bình,Thấp,Cao
LAF,Chế biến Hàng XK Long An,HOSE,Hàng Tiêu dùng,2022,-0.4606221444692677,0.1258039933604095,-0.2001547670446909,-1.3202288261841693,0.1252352514953922,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
LAF,Chế biến Hàng XK Long An,HOSE,Hàng Tiêu dùng,2023,-0.3969318347158848,-0.0210186923442885,0.2251556882951557,-1.4338308522364764,0.2959101814661036,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
LAF,Chế biến Hàng XK Long An,HOSE,Hàng Tiêu dùng,2024,-0.1819652144676446,-0.153804524960782,0.1516216500291045,-1.351696666068421,0.5383185631181484,Trung bình,Trung bình,Trung bình,Thấp,Cao
LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,2020,0.2783282163062587,-0.4707587344087249,,-0.5637395194418209,0.5936274251469787,Trung bình,Trung bình,Không xác định,Thấp,Cao
LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,2021,-0.1113754952990313,-0.4087841878791693,0.3355638979323163,-0.4744887462879132,0.7912163026834874,Trung bình,Trung bình,Trung bình,Trung bình,Cao
LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,2022,-0.109060362750554,-0.3354445265333023,0.3706539830087155,-0.3363837044811841,0.6298322283828635,Trung bình,Trung bình,Trung bình,Trung bình,Cao
LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,2023,0.0032074899589268,-0.3641881184178484,0.1385679609678101,-0.3543486068144397,0.9735576831883014,Trung bình,Trung bình,Trung bình,Trung bình,Cao
LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,2024,-0.3472236469483797,-0.4292592326071269,0.2262370998760705,-0.3700117707232306,0.268760653236785,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
LCG,LIZEN,HOSE,Công nghiệp,2020,-0.4813493838524899,0.3075304811630658,,0.9851498010972488,0.1454049736793194,Trung bình,Trung bình,Không xác định,Cao,Trung bình
LCG,LIZEN,HOSE,Công nghiệp,2021,-0.2825259988598331,0.1264628177824329,-0.362853481141845,0.6723877479313326,-0.2869548621727608,Trung bình,Trung bình,Trung bình,Cao,Trung bình
LCG,LIZEN,HOSE,Công nghiệp,2022,-0.3990335272859491,-0.0689380256117609,-0.388132617909559,0.3507273587050825,-0.1104944002652875,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
LCG,LIZEN,HOSE,Công nghiệp,2023,-0.3303155887441061,0.096499378187474,-0.3707438003224861,0.6600727160513239,-0.3975160797437114,Trung bình,Trung bình,Trung bình,Cao,Trung bình
LCG,LIZEN,HOSE,Công nghiệp,2024,-0.5048215697649671,0.0014280870134451,-0.356878128613023,0.6532464731878047,-0.249794778571461,Thấp,Trung bình,Trung bình,Cao,Trung bình
LDG,Đầu tư LDG,HOSE,Tài chính,2020,-0.2972757904857586,-0.2895801580472688,,0.1552701960363238,-1.094567260885218,Trung bình,Trung bình,Không xác định,Trung bình,Thấp
LDG,Đầu tư LDG,HOSE,Tài chính,2021,-0.3660513489371877,-0.1942157490280821,-0.1764593192465786,-0.3106262682079568,-0.0063482314121175,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
LDG,Đầu tư LDG,HOSE,Tài chính,2022,-0.249834870788097,-0.2430183328795566,-0.010643508925335,-0.3926706461759794,-0.3133134111510992,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
LDG,Đầu tư LDG,HOSE,Tài chính,2023,-0.2163527052648595,-0.0095218336235475,-0.7877239890612093,,0.4935795834901751,Trung bình,Trung bình,Thấp,Không xác định,Trung bình
LDG,Đầu tư LDG,HOSE,Tài chính,2024,-0.209608557774761,0.4728905456028988,-2.5697662841206235,,-0.9591049098154644,Trung bình,Trung bình,Thấp,Không xác định,Thấp
LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,2020,-0.3709135130429942,0.0652409715529864,,-0.7516765716673612,-1.1316737556708312,Trung bình,Trung bình,Không xác định,Thấp,Thấp
LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,2021,-0.5232152444359514,-0.1851739768140873,0.3796064094430579,-0.8685732412089257,-0.5622135458883878,Thấp,Trung bình,Trung bình,Thấp,Thấp
LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,2022,-0.4018381042997475,0.0215249640140279,-0.2216769088498192,-1.058231359043395,-0.4555468906788493,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,2023,-0.2124900657217087,-0.0984769550294382,-0.3247122558965988,-1.154074033925694,-1.0955914134907487,Trung bình,Trung bình,Trung bình,Thấp,Thấp
LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,2024,-0.1857747004004871,-0.0604761858256518,-0.1145172572394762,-1.1853684378431844,-0.5466711883587958,Trung bình,Trung bình,Trung bình,Thấp,Thấp
LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,2020,-0.5357577016914528,0.0755709239222112,,0.7318738902935392,0.0182997795237292,Thấp,Trung bình,Không xác định,Cao,Trung bình
LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,2021,-0.3133560527215479,0.196997543157945,-0.4634525966581879,0.7310548344706504,-0.3476870399320133,Trung bình,Trung bình,Trung bình,Cao,Trung bình
LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,2022,-0.5025605333697083,0.1463885933131538,-0.4421578091654725,0.7883379511474078,-0.0788899449810408,Thấp,Trung bình,Trung bình,Cao,Trung bình
LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,2023,-0.4166360620131368,0.957678548204164,-0.5688140349940758,1.0849414529665176,1.2137536311698611,Trung bình,Cao,Thấp,Cao,Cao
LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,2024,-0.47565092654576,0.7646963759541893,-2.609218017032555,1.1446362184640384,0.0362336343867309,Trung bình,Cao,Thấp,Cao,Trung bình
LGL,Long Giang Land,HOSE,Tài chính,2020,-0.3887441920276693,-0.0407069195758344,,-0.8533349502253635,-1.0697937452244208,Trung bình,Trung bình,Không xác định,Thấp,Thấp
LGL,Long Giang Land,HOSE,Tài chính,2021,-0.5650568035632374,-0.2308240114129101,-0.3163198936777321,-1.0827767775398152,-0.5360117689377372,Thấp,Trung bình,Trung bình,Thấp,Thấp
LGL,Long Giang Land,HOSE,Tài chính,2022,-0.4268894638992528,-0.1323188976424477,-0.1931148521906361,-0.9297739243044064,-0.2540345839223058,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
LGL,Long Giang Land,HOSE,Tài chính,2023,-0.211360284907909,-0.2954353336651925,-0.2987872714698038,-1.0795193701265349,-0.2753386685440178,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
LGL,Long Giang Land,HOSE,Tài chính,2024,-0.210143377453029,-0.2242207491739168,-0.169458519577652,-1.0792999571674906,-0.3913652195852778,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
LHG,KCN Long Hậu,HOSE,Tài chính,2020,0.0373475479707146,-0.1649774547895279,,-0.3396928283373389,0.5653154097854135,Trung bình,Trung bình,Không xác định,Trung bình,Cao
LHG,KCN Long Hậu,HOSE,Tài chính,2021,-0.1580344006583232,-0.3153277700778799,-0.0048908715406479,-0.3769279352175013,0.5796569885831865,Trung bình,Trung bình,Trung bình,Trung bình,Cao
LHG,KCN Long Hậu,HOSE,Tài chính,2022,-0.1315812981306146,-0.2038068064369807,-0.0819944345022601,-0.4080332184561547,0.638984818115275,Trung bình,Trung bình,Trung bình,Trung bình,Cao
LHG,KCN Long Hậu,HOSE,Tài chính,2023,-0.1288502181764785,-0.2715733085103441,-0.2217209992081114,-0.4290645904273852,0.4150059558359076,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
LHG,KCN Long Hậu,HOSE,Tài chính,2024,-0.1041251440246801,-0.2757970040438406,-0.1091603648972623,-0.4536455453120888,0.3184095250264829,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
LIX,Bột Giặt Lix,HOSE,Hàng Tiêu dùng,2020,-0.5592813004907904,-0.3030951967344045,,-0.21412492150738,1.543390244657304,Thấp,Trung bình,Không xác định,Trung bình,Cao
LIX,Bột Giặt Lix,HOSE,Hàng Tiêu dùng,2021,-0.2114778790509627,-0.3868910376481035,0.3970003375657416,-0.2475690062580882,0.8441388138958462,Trung bình,Trung bình,Trung bình,Trung bình,Cao
LIX,Bột Giặt Lix,HOSE,Hàng Tiêu dùng,2022,0.0784061394996301,-0.4059583836196079,0.7148175239994018,-0.2960497130848039,0.7686590758042183,Trung bình,Trung bình,Cao,Trung bình,Cao
LIX,Bột Giặt Lix,HOSE,Hàng Tiêu dùng,2023,0.077567515667922,-0.0240522725225418,0.6110987085370061,-0.2699761182489091,0.6489121726679011,Trung bình,Trung bình,Cao,Trung bình,Cao
