Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Liquidity_State,Leverage_State,Efficiency_State,Size_State,Profitability_State
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2020,-3.67131146607839e-05,-0.3168049895302383,,0.1293105558267942,0.5758309102294091,Trung bình,Trung bình,Không xác định,Trung bình,Cao
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2021,0.2530489488277213,-0.4956813041198132,0.4220449090015823,0.3127663158880825,0.3485665341194732,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2022,0.2275337120382217,-0.4267666736789679,0.7250479552318425,0.2879794163554287,0.333896504664796,Trung bình,Trung bình,Cao,Trung bình,Trung bình
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2023,-0.1160152588316203,-0.0220496844742836,0.1321354527338303,0.2933914959992804,0.3025976141216309,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2024,-0.0582075411055489,-0.1515260475153817,0.5727754931524431,0.401228948632102,0.4107673970748067,Trung bình,Trung bình,Cao,Trung bình,Trung bình
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2020,-0.9347504362172626,-0.2930237643961355,,2.1421076599943083,2.086061065351736,Thấp,Trung bình,Không xác định,Cao,Cao
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2021,-0.8179868496236832,-0.1813517751053178,-0.284663728988913,2.0731296584966654,2.2596839795958146,Thấp,Trung bình,Trung bình,Cao,Cao
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2022,-0.5346878079059298,0.3242127862638521,-0.3327047731921028,2.0158226885176256,0.1953924224400888,Thấp,Trung bình,Trung bình,Cao,Trung bình
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2023,-0.3791401248567832,0.4016115180579724,0.1578579346750012,1.7669161637018442,1.6010350856740996,Trung bình,Trung bình,Trung bình,Cao,Cao
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2024,-0.4492591924813789,-0.137932985773981,-0.0227354934322985,2.049275961101236,2.2648253486423613,Trung bình,Trung bình,Trung bình,Cao,Cao
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2020,-0.4905572028249723,0.3613641005016674,,0.9633883883683176,-0.0132466677739587,Trung bình,Trung bình,Không xác định,Cao,Trung bình
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2021,-0.4988452393319683,-0.0217293173713587,0.6003357126988064,1.2042461894670875,0.1626515323636365,Trung bình,Trung bình,Cao,Cao,Trung bình
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2022,-0.56484506460822,0.959548459444985,0.4081948640419784,1.1752741230283863,-0.1431976010223604,Thấp,Cao,Trung bình,Cao,Trung bình
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2023,-0.5262201983810796,0.8283687695623829,0.4600924878218629,1.181924825304153,-1.205039149992226,Thấp,Cao,Trung bình,Cao,Thấp
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2024,-0.4216521515769007,1.5870412917318213,0.7053206155164229,1.2180416987297529,-0.1602592956390713,Trung bình,Cao,Cao,Cao,Trung bình
FTS,Chứng khoán FPT,HOSE,Tài chính,2020,-0.2858331245148546,-0.3280030098484188,,-0.3780403114381032,0.2148222923386021,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
FTS,Chứng khoán FPT,HOSE,Tài chính,2021,-0.3152667825913934,0.1444666177655915,,0.220150509368642,0.8786993693674877,Trung bình,Trung bình,Không xác định,Trung bình,Cao
FTS,Chứng khoán FPT,HOSE,Tài chính,2022,-0.3812402141770184,-0.3219660921818931,,-0.1240398118252341,0.4681744121975179,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
FTS,Chứng khoán FPT,HOSE,Tài chính,2023,-0.2030799527565708,-0.1496317896253909,,0.1301869346195723,0.4830894232054771,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
FTS,Chứng khoán FPT,HOSE,Tài chính,2024,-0.1929995818376715,-0.1072944888758694,,0.1822670958467541,0.3352108867370758,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2020,0.4578325164625177,-0.4285045041197939,,2.359438931992257,0.4652282209536116,Trung bình,Trung bình,Không xác định,Cao,Trung bình
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2021,0.1777285407245636,-0.511388958166983,-0.02156126741346,2.481187966263016,0.0848586419411204,Trung bình,Thấp,Trung bình,Cao,Trung bình
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2022,0.7518340946976177,-0.4406071670776842,0.0230845705167521,2.457247778466824,0.4445053512159926,Cao,Trung bình,Trung bình,Cao,Trung bình
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2023,0.4629318997202911,-0.2800279756712628,-0.004477786376054,2.444352077620961,0.314549629687089,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2024,0.1204059720910002,-0.3816623576942247,0.0286788520501387,2.435675772525484,0.3923602373895846,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2020,-0.1230564098164113,-0.3488777698641547,,-1.2784760175266898,1.5462569250518998,Trung bình,Trung bình,Không xác định,Thấp,Cao
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2021,-0.1620883710837137,-0.4511292773518565,-0.2694457406464206,-1.4018060412119897,1.2158564738313022,Trung bình,Trung bình,Trung bình,Thấp,Cao
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2022,0.0037128488492085,-0.417682048511601,-0.1920961857305179,-1.4037011453046655,0.7869642722901196,Trung bình,Trung bình,Trung bình,Thấp,Cao
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2023,-0.1338660347945922,-0.0284458565863817,-0.3093871501064109,-1.468490956100834,0.438654356409932,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2024,-0.2454213683314236,-0.0501905976280056,-0.3133838276123986,-1.3328232793997326,0.6016940642973042,Trung bình,Trung bình,Trung bình,Thấp,Cao
GEE,Thiết bị điện GELEX,HOSE,Công nghiệp,2023,-0.41387155660497,0.0694847974045336,,1.641678253051401,0.0771258725495707,Trung bình,Trung bình,Không xác định,Cao,Trung bình
GEE,Thiết bị điện GELEX,HOSE,Công nghiệp,2024,-0.520257648811989,-0.2189418644457681,0.4971307892969052,1.5212488381592113,0.6928823418550594,Thấp,Trung bình,Trung bình,Cao,Cao
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2020,-0.2882223468350022,0.2493001157716877,,0.4801456913926211,-0.0695950931603721,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2021,-0.2496895706396487,0.4887307050330025,-0.4129556554454854,0.5539524407083372,-0.3585824980906922,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2022,-0.5595508440208138,0.5051451731408726,-0.404989565904939,0.7075252384841719,-0.5960664818829101,Thấp,Cao,Trung bình,Cao,Thấp
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2023,-0.6163200674008802,-2.5145002550057534,-0.4560400259606569,0.6876390739256929,-0.7918203956546178,Thấp,Thấp,Trung bình,Cao,Thấp
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2024,-0.3408678027702862,2.910935845397123,-0.4109816281491041,0.7052022457392795,-0.5113375690385138,Trung bình,Cao,Trung bình,Cao,Thấp
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2020,-0.4544816659249055,0.3304969724449786,,2.062534820284013,-0.0166120901426084,Trung bình,Trung bình,Không xác định,Cao,Trung bình
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2021,-0.2640132115455806,0.3671855422062983,-0.1067739621435601,2.4259366205623887,-0.2899081966943441,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2022,-0.3798544720778136,0.0737380230620811,-0.0479182970725344,2.371691043329342,-0.1653124033748334,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2023,-0.4020347750972905,0.1899589046668739,0.0440048266706872,2.345275617019745,-0.4449384356088587,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2024,-0.4428441675717755,-0.0169395120023876,0.0446142980966117,2.175570738316948,0.0258446848857055,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2020,-0.0519038642036044,-0.0650743040332376,,0.2085595810628275,0.6813863118502604,Trung bình,Trung bình,Không xác định,Trung bình,Cao
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2021,-0.1539135661310316,0.0434585082277459,-0.0621004313740939,0.354948054256096,0.4951337793029446,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2022,0.2690361413431648,-0.3036200616340871,-0.2460892506894146,0.1894711202037457,0.2821184617628723,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2023,0.6969482149632485,-0.0327558946026064,-0.5718772644955686,-0.2922324085511363,-0.2469384491438454,Cao,Trung bình,Thấp,Trung bình,Trung bình
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2024,0.4397834944038681,-0.1750398396684999,-0.6482750431074786,-0.4109764707977651,-0.2460361650407635,Trung bình,Trung bình,Thấp,Trung bình,Trung bình
GMC,Garmex Sài Gòn,HOSE,Hàng Tiêu dùng,2020,0.6923994603077629,-0.2349941467418034,,-0.3934990934384071,-0.3303985551862686,Cao,Trung bình,Không xác định,Trung bình,Trung bình
GMC,Garmex Sài Gòn,HOSE,Hàng Tiêu dùng,2021,1.58451254476784,-0.6080110277336055,1.201085463380568,-0.7001638995496531,-0.2729035964790668,Cao,Thấp,Cao,Thấp,Trung bình
GMC,Garmex Sài Gòn,HOSE,Hàng Tiêu dùng,2022,2.53324670901987,-0.4836739675483202,-0.4808364860719849,-1.409679854196606,-1.4767502074233574,Cao,Trung bình,Trung bình,Thấp,Thấp
GMD,Gemadept,HOSE,Công nghiệp,2020,-0.5057669997422901,-0.3562165874981426,,1.0693357655525526,-0.0815576716682531,Thấp,Trung bình,Không xác định,Cao,Trung bình
GMD,Gemadept,HOSE,Công nghiệp,2021,-0.2714086932431525,-0.2866547043210328,-0.2445016449774766,1.0840735566057416,0.0140696014445332,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GMD,Gemadept,HOSE,Công nghiệp,2022,-0.2403262604069058,-0.2267059737852743,-0.2456031454186792,1.1534131474738365,0.202733138101668,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GMD,Gemadept,HOSE,Công nghiệp,2023,-0.0303349687277586,-0.3179562856099645,-0.3037251974370141,1.1703419702760351,2.2921069813161163,Trung bình,Trung bình,Trung bình,Cao,Cao
GMD,Gemadept,HOSE,Công nghiệp,2024,0.7618946393988599,-0.437131613708409,-0.3349396584149444,1.2326314946496386,0.2975195463395272,Cao,Trung bình,Trung bình,Cao,Trung bình
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2020,5.915693746945705,-0.5282043845112127,,-1.421966720741607,-0.1059995951484931,Cao,Thấp,Không xác định,Thấp,Trung bình
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2021,1.4794011502376072,-0.498578470403839,0.4879798018553815,-1.320544425719157,0.5030518381058958,Cao,Trung bình,Trung bình,Thấp,Cao
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2022,0.6342629435846295,-0.4135730306879724,0.0293108779292868,-1.4704775910277832,0.3388603729188804,Cao,Trung bình,Trung bình,Thấp,Trung bình
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2023,1.974233145476418,-0.4626463039611875,-0.0017072177624312,-1.5159836248641432,0.084143494526029,Cao,Trung bình,Trung bình,Thấp,Trung bình
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2024,2.7928119140572867,-0.5424338297578759,-0.1910391364100788,-1.543449432033234,-0.2529568691578726,Cao,Thấp,Trung bình,Thấp,Trung bình
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2020,-0.1905823383251101,-0.2159478217339035,,-0.0154343664115921,0.1401530287164899,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2021,-0.1345500302000166,-0.0859372760509152,0.2877401060730958,0.0804234789722837,-0.1878406189796878,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2022,-0.2576068838469699,-0.0904288862592356,0.2982916132667768,0.1049299438676249,-0.0118662770700022,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2023,-0.2447725570510699,-0.0601689210914673,0.2430262712238086,0.111962127391489,-0.0005695786740552,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2024,-0.3777731814662808,-0.156860049913134,0.4755574914888134,0.1601094714305126,0.0709472490049944,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2020,-0.2059207249008749,2.5754165891224687,,-0.7758606778495873,-0.0875301249199769,Trung bình,Cao,Không xác định,Thấp,Trung bình
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2021,-0.2837450624618394,0.7795727934613284,0.0264095369939643,-0.8589417502226606,-0.4971692515113369,Trung bình,Cao,Trung bình,Thấp,Trung bình
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2022,-0.2428500567996044,-0.0997223300655853,0.4620606447361404,-1.0763275923835385,-0.0542637493555086,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2023,-0.3509551676983261,0.0567740054441331,0.2598042413151267,-1.3038043994979902,0.0711479327596986,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2024,-0.3417342066601451,0.6178125569846493,-0.0626119558358352,-1.241137006622981,-0.166737917575369,Trung bình,Cao,Trung bình,Thấp,Trung bình
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2020,-0.0293530346855494,-0.2077963757001421,,2.236026059411104,0.3993135335370525,Trung bình,Trung bình,Không xác định,Cao,Trung bình
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2021,-0.0026419901347702,-0.3121021010878913,-0.3209371572662938,2.0762732648614124,0.215866780745352,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2022,-0.1235276359274423,-0.2919185661038823,-0.3832527275658351,2.060895411789941,0.38487223743312,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2023,0.0875699209626403,-0.2013388778116274,-0.1890697051051679,2.0719523802617985,0.4195923258889451,Trung bình,Trung bình,Trung bình,Cao,Trung bình
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2024,-0.0732323242849823,-0.3381792215570278,-0.2655690150305637,2.0060989326937877,0.1588358728186012,Trung bình,Trung bình,Trung bình,Cao,Trung bình
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2020,-0.7881389170758455,0.355186201399899,,1.1396115308627004,-3.7728009361507104,Thấp,Trung bình,Không xác định,Cao,Thấp
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2021,-0.298736106213882,1.039862338512651,0.4920433487200199,0.6986102213426133,-0.6106508980572114,Trung bình,Cao,Trung bình,Cao,Thấp
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2022,-0.4939691370513971,1.046803752136423,-1.8927828110926823,0.9642952698098016,0.3020713876608176,Trung bình,Cao,Thấp,Cao,Trung bình
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2023,-0.4899487527516712,0.0957313021021916,-0.2961878598759125,1.0667239519956289,0.830026342683733,Trung bình,Trung bình,Trung bình,Cao,Cao
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2024,-0.3805347355860018,0.231336739721805,-0.8641868641964272,0.9879680484262474,0.3087869189689413,Trung bình,Trung bình,Thấp,Cao,Trung bình
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2020,0.099727810540515,-0.3349026620120294,,0.2342129219716228,0.1088804957327797,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2021,0.038877352255553,-0.2107273000446025,-0.1669841008390767,0.4787971726477945,1.2690618454086249,Trung bình,Trung bình,Trung bình,Trung bình,Cao
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2022,-0.0952855259996165,-0.1985590186130305,-0.1736158774890242,0.7385355796617973,0.9738602306143882,Trung bình,Trung bình,Trung bình,Cao,Cao
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2023,-0.2701351842525046,-0.191888994976366,-0.237486693667677,0.7034293081711811,0.2322737767839002,Trung bình,Trung bình,Trung bình,Cao,Trung bình
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2024,-0.128189076684982,-0.2187720023316538,-0.0240932684091165,0.8514251684260306,0.4808287247687097,Trung bình,Trung bình,Trung bình,Cao,Trung bình
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2020,0.3121383774803098,-0.4260746595035862,,-0.7742187842880288,-0.0841051891150132,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2021,0.2633846570954618,-0.5159305553332176,-0.3494212840039253,-0.6731398866301584,-0.3119773433139804,Trung bình,Thấp,Trung bình,Thấp,Trung bình
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2022,0.8510091001948528,-0.4764040746543012,-0.4916984925866683,-0.5518276310432774,-0.2273123596735923,Cao,Trung bình,Trung bình,Thấp,Trung bình
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2023,1.1849925282660922,-0.2956258303746806,-0.4271407072280387,-0.7773766186584488,-0.0310293938136735,Cao,Trung bình,Trung bình,Thấp,Trung bình
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2024,-0.0361391575269193,-0.4310350557639169,-0.3938276718576661,-0.590920466798639,-0.3752554408386086,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
HAR,BĐS An Dương Thảo Điền,HOSE,Tài chính,2020,0.138574248728874,-0.4340920403835917,,-1.003510011679441,-1.1049629580107798,Trung bình,Trung bình,Không xác định,Thấp,Thấp
HAR,BĐS An Dương Thảo Điền,HOSE,Tài chính,2021,1.0612365955265275,-0.6031192768551313,,-1.4922211532039689,0.39238807121095,Cao,Thấp,Không xác định,Thấp,Trung bình
HAR,BĐS An Dương Thảo Điền,HOSE,Tài chính,2022,0.3041160613743766,-0.502113429128692,,-1.1624728992458242,-0.7872035090992499,Trung bình,Thấp,Không xác định,Thấp,Thấp
HAR,BĐS An Dương Thảo Điền,HOSE,Tài chính,2023,5.041104897636944,-0.5963690872968956,,-1.5580865340688477,0.2302432501224656,Cao,Thấp,Không xác định,Thấp,Trung bình
HAR,BĐS An Dương Thảo Điền,HOSE,Tài chính,2024,5.76126617795521,-0.581967033270322,,-1.5894140421003975,-0.0263122691454121,Cao,Thấp,Không xác định,Thấp,Trung bình
HAS,Hacisco,HOSE,Công nghiệp,2020,0.2041743014744756,-0.3587740512769168,,-1.302808349464453,-0.3040722103499712,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
HAS,Hacisco,HOSE,Công nghiệp,2021,-0.1269819619878771,-0.2933107598082748,-0.0252546770848963,-1.2784181074319103,-0.5234236720993602,Trung bình,Trung bình,Trung bình,Thấp,Thấp
HAS,Hacisco,HOSE,Công nghiệp,2022,-0.2516608165525034,-0.1153550820560792,-0.2184187639527485,-1.447299153045066,-0.3663860376225,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
HAS,Hacisco,HOSE,Công nghiệp,2023,-0.2140345713265115,-0.2451947714968786,-0.2712363065134801,-1.4804281591587074,-0.6835267008520477,Trung bình,Trung bình,Trung bình,Thấp,Thấp
