Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Composite_Score,cluster_raw,cluster
SAB,SABECO,HOSE,Hàng Tiêu dùng,2024,0.1049630678925971,-0.1943995883657584,0.2232374115713568,1.7100473459372636,0.6797114766089841,0.5047119427288886,0,1
SBT,Mía đường Thành Thành Công - Biên Hòa,HOSE,Hàng Tiêu dùng,2024,-0.2558768156442291,-0.1835781674589479,-0.2971817747969046,1.6954859137777487,-0.1235285603031371,0.1670641191149059,0,1
SMB,Bia Sài Gòn - Miền Trung,HOSE,Hàng Tiêu dùng,2024,-0.149155990688292,-0.086315089912138,0.4207336093698827,-0.5924805513120286,0.915954291881938,0.1017472538678724,2,0
SRC,Cao su Sao Vàng,HOSE,Hàng Tiêu dùng,2024,-0.3493858511670316,0.1198719934879244,0.1896065952212954,-0.6592810031559675,0.551032441977476,-0.0296311647272606,2,0
SSC,Giống cây trồng Miền Nam,HOSE,Hàng Tiêu dùng,2024,-0.1626000880621542,-0.167057250215468,-0.4742814154261426,-1.279595469096424,0.3095082757331317,-0.3548051894134114,2,0
STK,Sợi Thế Kỷ,HOSE,Hàng Tiêu dùng,2024,-0.4134615663940114,0.1772506229651624,-0.4181379194533247,-0.173714034855182,-0.2189434662634856,-0.2094012728001682,2,0
SVC,SAVICO,HOSE,Hàng Tiêu dùng,2024,-0.2560322358645151,0.8314793823257789,1.0911429005099256,1.1461666720635482,-0.1908525689100287,0.5243808300249417,0,1
SVD,Đầu tư & Thương mại Vũ Đăng,HOSE,Hàng Tiêu dùng,2024,-0.2715071951953668,-0.1677740773404445,-0.1304028470098797,-1.4262218202996269,-0.0800205822602921,-0.4151853044211219,2,0
TCM,Dệt may Thành Công,HOSE,Hàng Tiêu dùng,2024,-0.180071228639274,-0.0732452309224565,-0.1715512364400877,0.2140982304024095,0.2057907812376599,-0.0009957368723497,0,1
TLG,Tập đoàn Thiên Long,HOSE,Hàng Tiêu dùng,2024,0.0248323016949371,-0.1786870121482839,-0.0163606903740922,0.1553198525506333,0.6659414081785577,0.1302091719803504,0,1
TMT,Ô tô TMT,HOSE,Hàng Tiêu dùng,2024,-0.3157328234171264,2.945542670875184,0.722654132958841,-0.3086519827837805,-3.89649102356753,-0.1705358051868824,2,0
TVT,May Việt Thắng,HOSE,Hàng Tiêu dùng,2024,-0.2908328810036475,0.1511638576341802,0.0072894031781444,-0.4455688069171188,-0.2343257762351187,-0.162454840668712,2,0
VCF,VinaCafé Biên Hòa,HOSE,Hàng Tiêu dùng,2024,-0.2557137807481225,-0.2098953576977831,-0.0132422697778637,-0.0831438945141457,0.9957203322402964,0.0867450059004762,2,0
VHC,Thủy sản Vĩnh Hoàn,HOSE,Hàng Tiêu dùng,2024,-0.1008463363070148,-0.1921863459917694,-0.1026043844055764,1.0308787868587674,0.4499998292836542,0.2170483098876122,0,1
VNM,VINAMILK,HOSE,Hàng Tiêu dùng,2024,-0.1370913830688222,-0.1435846362335468,-0.0040891563788466,2.113446034750062,0.9414086413146964,0.5540179000767086,0,1
AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,2021,-0.0017777302034159,-0.1553557665483267,-0.0238734201408251,1.146309634189417,-0.6196650109608841,0.069127541267193,1,1
ACG,Gỗ An Cường,HOSE,Nguyên vật liệu,2021,-0.1243776449519886,-0.4122361217890767,-0.259774602056931,0.5077688638047023,0.1844480496969004,-0.0208342910592787,0,2
BFC,Phân bón Bình Điền,HOSE,Nguyên vật liệu,2021,-0.3368441629989898,0.3349822163436006,0.7654395647642087,0.6573686191979936,0.1078389050247138,0.3057570284663053,0,2
BMC,Khoáng sản Bình Định,HOSE,Nguyên vật liệu,2021,1.085620066741921,-0.4898737727470071,0.2862724263765066,-1.4594144488026273,-0.0457968765764043,-0.1246385210015222,2,0
BRC,Cao su Bến Thành,HOSE,Nguyên vật liệu,2021,-0.2009907272519168,-0.3371447553343281,-0.1519551208437908,-1.1114094435316182,-0.1922344341198845,-0.3987468962163077,2,0
CSV,Hóa chất Cơ bản miền Nam,HOSE,Nguyên vật liệu,2021,0.1318738806096987,-0.4456957621904457,-0.1001911506369599,-0.1377511546461132,0.6902100795914183,0.0276891785455196,0,2
DAG,TĐ Nhựa Đông Á,HOSE,Nguyên vật liệu,2021,-0.3415047807014132,-2.9479300932506254,-0.2070303465709683,0.0407824483686921,-0.9813473731858404,-0.8874060290680312,2,0
DCM,Đạm Cà Mau,HOSE,Nguyên vật liệu,2021,-0.1683532797430929,-0.3347459818020671,0.8552251339746751,1.101453067995166,1.0684350706720176,0.5044028022193398,0,2
DGC,Hóa chất Đức Giang,HOSE,Nguyên vật liệu,2021,-0.144100992157096,-0.4011982819803863,-0.0013603259183428,0.9989224283414102,2.4088096327285986,0.5722144922028367,0,2
DHC,Đông Hải Bến Tre,HOSE,Nguyên vật liệu,2021,-0.2313398450489542,-0.3668396069417183,0.0935154306624945,0.3140960320064054,1.1596086054696624,0.1938081232295779,0,2
DHM,Khoáng sản Dương Hiếu,HOSE,Nguyên vật liệu,2021,-0.2339143831913901,-0.2975429303079694,0.6025458520620066,-0.5270522240337401,0.3278412953001666,-0.0256244780341852,2,0
DLG,Đức Long Gia Lai,HOSE,Nguyên vật liệu,2021,-0.3549651621272919,0.4025782751892233,-0.6178199112422222,0.4188329730940263,-0.9847084688285764,-0.2272164587829682,1,1
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí,HOSE,Nguyên vật liệu,2021,0.5550446740606109,-0.4245740141903729,0.2644706345394243,1.2558908019030293,1.7274755563478046,0.6756615305320992,0,2
DPR,Cao su Đồng Phú,HOSE,Nguyên vật liệu,2021,0.5361326149294331,-0.3393453769092568,0.0129149631936239,0.1517721803206504,1.2162995628393425,0.3155547888747586,0,2
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2021,-0.3679597991376258,-0.1823793922571728,-0.1044113365656824,-0.0827993665748692,-0.6053531332472568,-0.2685806055565214,2,0
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2021,0.0609057496986143,-0.4326130744137136,-0.1126947814686627,-1.5892399531187864,-0.7658397072762083,-0.5678963533157513,2,0
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2021,-0.2837450624618394,0.7795727934613284,0.0264095369939643,-0.8589417502226606,-0.4971692515113369,-0.1667747467481088,2,0
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2021,-0.0026419901347702,-0.3121021010878913,-0.3209371572662938,2.0762732648614124,0.215866780745352,0.3312917594235618,0,2
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2021,0.2633846570954618,-0.5159305553332176,-0.3494212840039253,-0.6731398866301584,-0.3119773433139804,-0.317416882437164,2,0
HCD,SX và Thương mại HCD,HOSE,Nguyên vật liệu,2021,-0.1101205620470967,-0.3337161318669089,-0.0967740292908207,-0.697081913130724,-0.0410226004819899,-0.255743047363508,2,0
HHP,Giấy Hoàng Hà Hải Phòng,HOSE,Nguyên vật liệu,2021,-0.2889502625487632,-0.1609350554966367,-0.2112131896839829,-0.5925661944035476,-0.3488392016468093,-0.3205007807559479,2,0
HII,An Tiến Industries,HOSE,Nguyên vật liệu,2021,-0.3149394426672887,0.6334775232039258,0.6845111354286976,0.4801410683434636,-0.2928498703186273,0.2380680827980342,1,1
HMC,Kim khí TP.HCM,HOSE,Nguyên vật liệu,2021,-0.340861817854967,0.2234116703353688,0.8280344483829537,0.061537163944072,0.5055605866945546,0.2555364103003964,0,2
HPG,Hòa Phát,HOSE,Nguyên vật liệu,2021,-0.2069094374176537,-0.0972379912216144,0.0888898890390188,2.8574894751433124,1.7441690753318797,0.8772802021749886,0,2
HRC,Cao su Hòa Bình,HOSE,Nguyên vật liệu,2021,-0.3468621113950885,-0.2614187341549595,-0.3475799822043257,-0.933197798896556,-0.428516011295109,-0.4635149275892077,2,0
KSB,Khoáng sản Bình Dương,HOSE,Nguyên vật liệu,2021,-0.2275204380865254,0.0395858996141331,-0.7181068779143063,0.0575924172925419,0.5484535034853222,-0.0599990991217668,0,2
NHH,Nhựa Hà Nội,HOSE,Nguyên vật liệu,2021,-0.3175518995861109,0.3705255827711656,-0.1647689508351922,0.034975005660739,-0.4141379137069882,-0.0981916351392773,1,1
NKG,Thép Nam Kim,HOSE,Nguyên vật liệu,2021,-0.3375066606450805,0.2619594904063544,0.2554144537146954,1.514661275409542,1.0686550037533864,0.5526367125277796,0,2
PHR,Cao su Phước Hòa,HOSE,Nguyên vật liệu,2021,-0.1518663688343388,-0.1056424252568314,-0.3273552826170964,0.4270667743633821,0.6635335500686979,0.1011472495447626,0,2
PLP,SX và CN Nhựa Pha Lê,HOSE,Nguyên vật liệu,2021,-0.365131075935684,0.6601267940266661,-0.2915041459356899,0.1907631084302082,-0.1727176551242488,0.0043074050922503,1,1
POM,Thép Pomina,HOSE,Nguyên vật liệu,2021,-0.3755728172108759,1.321877728277898,-0.2256387748152376,1.3077792753740427,-0.7865880860055868,0.2483714651240481,1,1
PTB,Công ty Cổ phần Phú Tài,HOSE,Nguyên vật liệu,2021,-0.349436554657264,0.0573388164922577,-0.0748780635294218,0.7297564788610216,0.3417242172644518,0.140900978886209,0,2
QBS,Xuất nhập khẩu Quảng Bình,HOSE,Nguyên vật liệu,2021,-0.255865190182005,-0.0782725520475638,-2.0613641286200868,-0.1969854525672492,-1.0293410375009098,-0.724365672183563,2,0
RDP,Nhựa Rạng Đông,HOSE,Nguyên vật liệu,2021,-0.3632263660138761,0.8467554459178179,-0.1124920432503011,0.1655715149602785,-0.6864339309949443,-0.029965075876205,1,1
SAV,Savimex,HOSE,Nguyên vật liệu,2021,-0.1269537434793797,-0.1768032970767227,0.1161920608234604,-0.5819234397799216,-0.156599832070188,-0.1852176503165503,2,0
SFG,Phân bón Miền Nam,HOSE,Nguyên vật liệu,2021,-0.2868540774372786,0.1609596238522567,0.1294018225384667,-0.0624255989547015,-0.6665289660820802,-0.1450894392166674,2,0
SHA,Sơn Hà Sài Gòn,HOSE,Nguyên vật liệu,2021,-0.309405153680982,0.1641603340700642,-0.2257104760256395,-0.4420096117681116,-0.7474310525135892,-0.3120791919836516,2,0
SHI,Quốc tế Sơn Hà,HOSE,Nguyên vật liệu,2021,-0.3375647883601083,1.2436659365785148,-0.1827464563212519,0.7839308552892854,-0.5650509846996182,0.1884469124973644,1,1
SJF,Đầu tư Sao Thái Dương,HOSE,Nguyên vật liệu,2021,-0.1438778011236007,-0.3773894057296773,-0.4463361872695534,-0.5441936797434289,-0.7852172325887818,-0.4594028612910084,2,0
SMC,Đầu tư Thương mại SMC,HOSE,Nguyên vật liệu,2021,-0.3112190739409941,0.773584540339118,0.3049026663781854,1.2450506264123815,0.6849081999368446,0.5394453918251071,0,2
TLH,Thép Tiến Lên,HOSE,Nguyên vật liệu,2021,-0.3400672093312815,0.0172717201154075,-0.0033483217093814,0.5434566993991277,0.5056295521557307,0.1445884881259206,0,2
TNA,XNK Thiên Nam,HOSE,Nguyên vật liệu,2021,-0.3347298160920333,0.8982188010369921,0.4573534220599953,0.3803488886481629,-0.884527698067974,0.1033327195170286,1,1
TNC,Cao su Thống Nhất,HOSE,Nguyên vật liệu,2021,0.2394817323539527,-0.5022726396667381,-0.4523720680907422,-1.483783674890934,1.4798486356686047,-0.1438196029251714,2,0
TNI,Tập đoàn Thành Nam,HOSE,Nguyên vật liệu,2021,-0.2634631343973495,-0.0596831525157354,0.8265669223339027,-0.1919527118494863,-1.8045304428525413,-0.2986125038562419,2,0
TNT,Tập đoàn TNT,HOSE,Nguyên vật liệu,2021,3.7674256519263327,-0.5468266227854574,1.4184161111951046,-0.7148715336010831,-0.4775869232962313,0.6893113366877331,2,0
TPC,Nhựa Tân Đại Hưng,HOSE,Nguyên vật liệu,2021,-0.3162005077956748,0.0452972469075058,-0.0437562128629681,-0.5333965516145253,-0.74574327627488,-0.3187598603281085,2,0
TRC,Cao su Tây Ninh,HOSE,Nguyên vật liệu,2021,0.0637411970657915,-0.4383667808885853,-0.4943459733697959,-0.4036811079534721,0.0902149804343206,-0.2364875369423482,2,0
TSC,Kỹ thuật NN Cần Thơ,HOSE,Nguyên vật liệu,2021,0.0090943816835188,-0.4995099903844914,-0.6769830727296935,-0.2883501076157484,0.2070040817730133,-0.2497489414546802,2,0
TTF,Gỗ Trường Thành,HOSE,Nguyên vật liệu,2021,-0.3476970551614773,3.592688032642127,-0.3502183943204601,0.1051762225965121,-1.0054161574887843,0.3989065296535835,1,1
VAF,Phân lân Văn Điển,HOSE,Nguyên vật liệu,2021,0.0835524460383304,-0.3533849895536872,1.1089439799280387,-0.5933236136734075,-0.542011666099802,-0.0592447686721055,2,0
VCA,Thép VICASA - VNSTEEL,HOSE,Nguyên vật liệu,2021,-0.3232539340266403,0.1258975304028274,1.2744245657293982,-0.3232295791957003,-0.2294556884478503,0.1048765788924069,2,0
VFG,Khử trùng Việt Nam,HOSE,Nguyên vật liệu,2021,0.0984672737741463,-0.1398950054864151,0.0116281367550417,0.0326329504200448,0.1234081545441029,0.0252483020013841,2,0
VID,Viễn Đông,HOSE,Nguyên vật liệu,2021,-0.283102477734187,0.004522888400933,-0.2540189607603123,-0.3268338826372101,-0.2192322864092963,-0.2157329438280145,2,0
VPG,Đầu tư TMại XNK Việt Phát,HOSE,Nguyên vật liệu,2021,-0.0802234789276219,0.2204556979224657,0.2956276564584243,0.2903760569949962,1.532173082170423,0.4516818029237374,0,2
VPS,Thuốc sát trùng Việt Nam,HOSE,Nguyên vật liệu,2021,0.1795479062953493,-0.3632201689107598,-0.0586264519512623,-0.833691944437269,-0.6658512132294728,-0.3483683744466829,2,0
YBM,Khoáng sản CN Yên Bái,HOSE,Nguyên vật liệu,2021,-0.3419800984324683,0.1474897914130022,-0.1180476373247027,-0.8934934868186083,-0.530153885831842,-0.3472370633989238,2,0
AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,2022,-0.1547654348276854,-0.1325153110889059,-0.1953611085782988,1.2007136253377944,-0.1986522569969586,0.1038839027691891,0,2
ACG,Gỗ An Cường,HOSE,Nguyên vật liệu,2022,-0.166896537386209,-0.3255746444082839,-0.2417729816018932,0.5698286236746609,0.5698470557507178,0.0810863032057985,0,2
BFC,Phân bón Bình Điền,HOSE,Nguyên vật liệu,2022,-0.2999980088298748,0.4792685474213839,0.2217596844942402,0.6916261951414484,0.1117084656052572,0.2408729767664909,0,2
BMC,Khoáng sản Bình Định,HOSE,Nguyên vật liệu,2022,1.102895648274259,-0.4648381076433881,1.2764054270949023,-1.5475418167709782,0.3661571003512979,0.1466156502612185,1,0
BRC,Cao su Bến Thành,HOSE,Nguyên vật liệu,2022,-0.204956888458192,-0.292450743600907,-0.2094956489502509,-1.2627186187408057,0.1504581832889941,-0.3638327432922322,1,0
CSV,Hóa chất Cơ bản miền Nam,HOSE,Nguyên vật liệu,2022,0.0845067465914241,-0.4140481958265837,-0.1165700678577534,-0.0779642357925405,1.2661629172990585,0.148417432882721,0,2
DAG,TĐ Nhựa Đông Á,HOSE,Nguyên vật liệu,2022,-0.3476533976648687,2.3799951439735865,-0.2349657768479166,0.0258842358200084,-0.2430211387516664,0.3160478133058286,2,1
DCM,Đạm Cà Mau,HOSE,Nguyên vật liệu,2022,0.1095569600949968,-0.3574761902452789,0.9301341523751708,1.309365518443852,1.8081890100591176,0.7599538901455716,0,2
DGC,Hóa chất Đức Giang,HOSE,Nguyên vật liệu,2022,0.1182323822078563,-0.3995835025230153,0.0743023297637476,1.25882594419042,2.7629552341725323,0.7629464775623082,0,2
DHC,Đông Hải Bến Tre,HOSE,Nguyên vật liệu,2022,-0.2675094869045575,-0.2192934570473067,-0.2651388833992124,0.303416244323508,0.650407332170667,0.0403763498286197,0,2
DHM,Khoáng sản Dương Hiếu,HOSE,Nguyên vật liệu,2022,-0.2633928458399282,-0.3935943727247799,0.1335125435911311,-0.6047101300935556,-0.2617875103196077,-0.277994463077348,1,0
DLG,Đức Long Gia Lai,HOSE,Nguyên vật liệu,2022,-0.3541419136316048,1.2138329738580953,-0.814251996778071,0.1969576732831838,-4.202831640074334,-0.7920869806685461,2,1
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí,HOSE,Nguyên vật liệu,2022,0.1209275357921765,-0.388398492075467,0.2305942586200353,1.4376891282129023,1.8779403956713736,0.655750565244204,0,2
DPR,Cao su Đồng Phú,HOSE,Nguyên vật liệu,2022,0.3979460729664936,-0.3268098977987804,-0.1768354061765877,0.0577973043501573,0.521993341643944,0.0948182829970453,1,0
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2022,-0.3428852881666949,0.139127205215525,-0.3514284949913502,-0.0497209862573792,-0.909331209579503,-0.3028477547558804,1,0
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2022,-0.0112810450912041,-0.3754168306500576,-0.0738582675400582,-1.667200695839577,0.0976957418690027,-0.4060122194503789,1,0
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2022,-0.2428500567996044,-0.0997223300655853,0.4620606447361404,-1.0763275923835385,-0.0542637493555086,-0.2022206167736193,1,0
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2022,-0.1235276359274423,-0.2919185661038823,-0.3832527275658351,2.060895411789941,0.38487223743312,0.3294137439251803,0,2
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2022,0.8510091001948528,-0.4764040746543012,-0.4916984925866683,-0.5518276310432774,-0.2273123596735923,-0.1792466915525972,1,0
HCD,SX và Thương mại HCD,HOSE,Nguyên vật liệu,2022,-0.2894665596591019,-0.1180089938992952,-0.2727506891451202,-0.6977482319773367,0.1389090252781954,-0.2478130898805317,1,0
HHP,Giấy Hoàng Hà Hải Phòng,HOSE,Nguyên vật liệu,2022,-0.305350747772066,0.0853297757385386,-0.3898337259738683,-0.5275973943408763,0.0742549376333216,-0.21263943094299,1,0
HII,An Tiến Industries,HOSE,Nguyên vật liệu,2022,-0.29685195150392,0.1945423208363565,0.5990535040389314,0.5546704085807974,-0.7413798198451268,0.0620068924214077,1,0
HMC,Kim khí TP.HCM,HOSE,Nguyên vật liệu,2022,-0.3122773543085232,0.0830535137336647,0.5527114346158729,-0.0670676224780155,-0.2533367021831765,0.0006166538759644,1,0
HPG,Hòa Phát,HOSE,Nguyên vật liệu,2022,-0.2923733217186274,-0.1535776945383819,-0.0803389856833533,2.8808114577884174,0.1236470042349486,0.4956336920166007,0,2
HRC,Cao su Hòa Bình,HOSE,Nguyên vật liệu,2022,-0.3743656725234272,-0.5022712059959455,-0.199261025122624,-1.125291286268606,-0.1076490498640533,-0.4617676479549312,1,0
HSG,Tập đoàn Hoa Sen,HOSE,Nguyên vật liệu,2022,-0.3150701661540987,-0.2434554652029804,0.8893060140093597,1.7366585999717292,-0.184486931708576,0.3765904101830867,0,2
KSB,Khoáng sản Bình Dương,HOSE,Nguyên vật liệu,2022,-0.2537053753824738,0.0445322594459082,-1.8524828687523025,-0.0448430287210446,0.2719498422542891,-0.3669098342311246,1,0
NHH,Nhựa Hà Nội,HOSE,Nguyên vật liệu,2022,-0.2202383761919014,-0.1312324281080508,-0.2500593418875283,0.0773212604248488,0.0897035995597593,-0.0869010572405744,1,0
NKG,Thép Nam Kim,HOSE,Nguyên vật liệu,2022,-0.312865388238342,-0.67120752860371,0.1800773170469859,1.4094301749022804,-0.3519166192939577,0.0507035911626513,0,2
PHR,Cao su Phước Hòa,HOSE,Nguyên vật liệu,2022,-0.1781528052522111,-0.1329086571411386,-0.323764125381721,0.31476153946108,1.5645570084734333,0.2488985920318885,0,2
PLP,SX và CN Nhựa Pha Lê,HOSE,Nguyên vật liệu,2022,-0.3225796696393703,0.3689473964615705,-0.3010939552404088,0.1812107251918985,-0.1475293599375462,-0.0442089726327712,1,0
POM,Thép Pomina,HOSE,Nguyên vật liệu,2022,-0.3776925808879181,0.8490086285392453,0.7212365278300823,1.1570684672227292,-1.3783795604750362,0.1942482964458205,2,1
PTB,Công ty Cổ phần Phú Tài,HOSE,Nguyên vật liệu,2022,-0.3062758620877001,-0.107534583690304,-0.0577588223986893,0.6920013660979623,0.4411500202517988,0.1323164236346135,0,2
QBS,Xuất nhập khẩu Quảng Bình,HOSE,Nguyên vật liệu,2022,0.1688147813805654,-0.4212667376565805,-0.3661331388152323,-1.0232534483938278,-2.165626617716707,-0.7614930322403565,1,0
RDP,Nhựa Rạng Đông,HOSE,Nguyên vật liệu,2022,-0.3290781645897682,0.4112781031522151,-0.2286937015673442,0.1440449235108817,-0.2236838175154028,-0.0452265314018836,1,0
SAV,Savimex,HOSE,Nguyên vật liệu,2022,-0.129849659190472,-0.2786953274055433,0.2133289710268984,-0.7132594001219743,0.3633333074764973,-0.1090284216429187,1,0
SFG,Phân bón Miền Nam,HOSE,Nguyên vật liệu,2022,-0.2944753488035912,-0.1278872510072757,0.2369522372302005,-0.2553323895766894,0.0096158624783741,-0.0862253779357963,1,0
SHA,Sơn Hà Sài Gòn,HOSE,Nguyên vật liệu,2022,-0.3133115195082832,0.8383269268014168,-0.2409878751959914,-0.4675283442085798,-0.1242624508908512,-0.0615526526004577,1,0
SHI,Quốc tế Sơn Hà,HOSE,Nguyên vật liệu,2022,-0.318082829770802,0.5155225768563627,-0.2672496542415091,0.8571926659732212,-0.1498784216395259,0.1275008674355494,0,2
SJF,Đầu tư Sao Thái Dương,HOSE,Nguyên vật liệu,2022,-0.1076436676304784,-0.4166532305581196,-0.3821875799836899,-1.058812796314856,-0.7692360751142612,-0.546906669920281,1,0
SMC,Đầu tư Thương mại SMC,HOSE,Nguyên vật liệu,2022,-0.3022944499069012,1.1058090486459593,0.4357896179286263,1.241888623945972,-1.1642856867515712,0.263381430772417,2,1
TLH,Thép Tiến Lên,HOSE,Nguyên vật liệu,2022,-0.3197946514404663,-0.0785404809881873,-0.0141894583029013,0.5322850782335729,-0.2620177767123379,-0.0284514578420639,0,2
TNA,XNK Thiên Nam,HOSE,Nguyên vật liệu,2022,-0.3306472236576334,0.9680689470982664,0.2426119397729427,0.43366335936382,-0.2285590551142281,0.2170275934926335,2,1
TNC,Cao su Thống Nhất,HOSE,Nguyên vật liệu,2022,0.0046161592910799,-0.4233521047167822,-0.440703479343677,-1.5629842930870954,1.3046262336572594,-0.2235594968398431,1,0
TNI,Tập đoàn Thành Nam,HOSE,Nguyên vật liệu,2022,-0.2652024603127821,-0.2031805644534795,0.0247571926193718,-0.3578648608743658,-0.2557196509139851,-0.2114420687870481,1,0
TNT,Tập đoàn TNT,HOSE,Nguyên vật liệu,2022,3.060656140716931,-0.6603962978415179,1.9372061188959275,-0.9918374860894354,-0.1882150787050286,0.6314826793953753,1,0
TPC,Nhựa Tân Đại Hưng,HOSE,Nguyên vật liệu,2022,-0.3127533262577251,-0.0736602610891683,0.0857433291300399,-0.6510798916407713,-0.1072327051175318,-0.2117965709950313,1,0
TRC,Cao su Tây Ninh,HOSE,Nguyên vật liệu,2022,-0.1736444754620172,-0.3803398883635825,-0.4118800259029099,-0.4702687726319585,0.1707099788613686,-0.2530846366998199,1,0
TSC,Kỹ thuật NN Cần Thơ,HOSE,Nguyên vật liệu,2022,0.2907131259600283,-0.4393220488647347,-0.64316090635268,-0.1869370590933114,-0.4508069670468482,-0.2859027710795092,1,0
TTF,Gỗ Trường Thành,HOSE,Nguyên vật liệu,2022,-0.30322547726488,3.6538268281400255,-0.192016575716729,0.1029499546687265,-0.2831929082996877,0.5956683643054911,2,1
VAF,Phân lân Văn Điển,HOSE,Nguyên vật liệu,2022,0.0438378124393903,-0.3764323136579129,0.5618570929641931,-0.7065682909958295,0.1176892461685346,-0.0719232906163249,1,0
VCA,Thép VICASA - VNSTEEL,HOSE,Nguyên vật liệu,2022,-0.2852173471921548,-0.1825798219861614,1.6369988391365278,-0.5835953294449496,-0.3811196244031305,0.0408973432220262,1,0
VFG,Khử trùng Việt Nam,HOSE,Nguyên vật liệu,2022,-0.2791254850822347,0.1261752570860584,-0.292251720192989,0.198840889334114,0.4374007893444191,0.0382079460978735,0,2
VID,Viễn Đông,HOSE,Nguyên vật liệu,2022,-0.2923088169189114,0.0095541796985785,-0.1979210143538147,-0.3336513517873085,0.0436725420916935,-0.1541308922539525,1,0
VPG,Đầu tư TMại XNK Việt Phát,HOSE,Nguyên vật liệu,2022,-0.2329365729105342,-1.7581735098900912,-0.3645165765008585,0.6683196517944401,-0.1573523527978879,-0.3689318720609864,0,2
VPS,Thuốc sát trùng Việt Nam,HOSE,Nguyên vật liệu,2022,-0.1334166913317961,-0.2552137727884664,-0.1529431630715044,-0.9215354183992456,-0.0246770754387634,-0.2975572242059551,1,0
YBM,Khoáng sản CN Yên Bái,HOSE,Nguyên vật liệu,2022,-0.3160567457353798,0.1264691216902962,-0.424132064939585,-1.0873647424403925,-0.0715140196872518,-0.3545196902224625,1,0
AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,2023,-0.0107640586086061,-0.061388425212949,0.1475787318176046,1.2174260139418904,-0.0073363894743664,0.2571031744927147,1,2
ABS,DV Nông nghiệp Bình Thuận,HOSE,Nguyên vật liệu,2023,-0.3526098909546877,-0.1353267820856239,-2.045416108831277,-0.3019727725741984,-0.2233891636688924,-0.6117429436229359,2,1
ACG,Gỗ An Cường,HOSE,Nguyên vật liệu,2023,-0.1589454443244462,-0.2269426610680412,-0.2309608057474327,0.5620984844960262,0.5829062877678092,0.105631172224783,1,2
BFC,Phân bón Bình Điền,HOSE,Nguyên vật liệu,2023,-0.3160558993966593,0.145424854494378,0.597726255464861,0.66625911518513,0.1080163553608182,0.2402741362217056,1,2
BMC,Khoáng sản Bình Định,HOSE,Nguyên vật liệu,2023,1.7431014579826904,-0.2895877298389503,-0.056742650315698,-1.514239963312606,0.7273427365591209,0.1219747702149113,2,1
BRC,Cao su Bến Thành,HOSE,Nguyên vật liệu,2023,-0.1171512292378534,-0.2122029954789667,-0.1294804178269477,-1.263390724859022,0.3536408602476692,-0.273716901431024,2,1
CSV,Hóa chất Cơ bản miền Nam,HOSE,Nguyên vật liệu,2023,0.232373474705282,-0.2617215015832246,-0.0896800228154941,-0.1288574982346437,1.0328612926605385,0.1569951489464916,2,1
DCM,Đạm Cà Mau,HOSE,Nguyên vật liệu,2023,0.1219757703196792,-0.1756710704434381,0.73407791339139,1.3125806491619665,0.4871514757827713,0.4960229476424738,1,2
DGC,Hóa chất Đức Giang,HOSE,Nguyên vật liệu,2023,0.1244250344963058,-0.2367006776517597,-0.1046600491636329,1.237926220627185,2.057140132766103,0.6156261322148403,1,2
DHC,Đông Hải Bến Tre,HOSE,Nguyên vật liệu,2023,-0.2582182337889609,-0.163000902227528,-0.124890715395567,0.2905582352017271,0.7605450517724796,0.1009986871124301,1,2
DHM,Khoáng sản Dương Hiếu,HOSE,Nguyên vật liệu,2023,-0.4332202363721178,0.0523841534947788,0.3353123270289788,-0.1677494293996385,-0.2215195849371324,-0.0869585540370262,2,1
DLG,Đức Long Gia Lai,HOSE,Nguyên vật liệu,2023,-0.5329975095245866,1.8923957181642528,-0.5646243277942329,0.1365108850371478,-3.6584109064273336,-0.5454252281089504,0,0
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí,HOSE,Nguyên vật liệu,2023,0.8223167275413483,-0.2736911497567234,0.4573034710751127,1.2898981413802506,0.0941301932045629,0.4779914766889102,1,2
DPR,Cao su Đồng Phú,HOSE,Nguyên vật liệu,2023,1.4863688918220117,-0.2092495361093243,-0.1614047455886811,0.0519138371292838,0.7710534320827568,0.3877363758672094,2,1
