Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Composite_Score,cluster_raw,cluster
NCT,DV Hàng hóa Nội Bài,HOSE,Công nghiệp,2022,0.4734147143946334,-0.3941572473319378,0.3101904564466133,-0.6049269728779131,2.3317352078311,0.4232512316924992,2,0
NHA,PT Nhà và Đô thị Nam HN,HOSE,Công nghiệp,2022,-0.4841344392926319,0.0341687006102923,-0.3784189672698169,-1.1218509600886837,-0.3687038154026724,-0.4637878962887025,2,0
NNC,Đá Núi Nhỏ,HOSE,Công nghiệp,2022,0.1048056759233008,-0.3915477847168164,-0.1458196522631769,-1.4311584413899323,0.2623528089701082,-0.3202734786953033,2,0
NO1,Tâp đoàn 911,HOSE,Công nghiệp,2022,-0.4394777320750103,0.5386820056489902,0.2755892138850785,-0.1060103519388972,-0.072884569141565,0.0391797132757192,1,1
PAC,Pin Ắc quy Miền Nam,HOSE,Công nghiệp,2022,-0.4447738941925034,0.1142473082175703,0.6258492231275101,0.4864397149085157,0.1140712575295044,0.1791667219181194,1,1
PC1,Tập đoàn PC1,HOSE,Công nghiệp,2022,-0.1783330984705733,0.3303899360195274,-0.2701381256243128,1.5975242251082848,-0.1799538224895409,0.259897822908677,1,1
PDN,Cảng Đồng Nai,HOSE,Công nghiệp,2022,0.0846862399889462,-0.2835387378941355,0.0659604628650675,-0.1471556345181866,0.7909992896716349,0.1021903240226653,2,0
PHC,Phuc Hung Holdings,HOSE,Công nghiệp,2022,-0.4713737834918057,-0.3499010731402359,-0.1942429886556997,0.3374315264281123,-0.3165423983425955,-0.1989257434404449,1,1
PJT,Vận tải thủy PETROLIMEX,HOSE,Công nghiệp,2022,-0.3157805132136604,-0.2338631819952523,1.92391044402343,-0.5739679749534788,-0.0911496780301737,0.1418298191661729,2,0
PVP,Vận tải Dầu khí Thái Bình Dương,HOSE,Công nghiệp,2022,0.5137707482141942,-0.2669942050868443,-0.1973092250124965,0.2324961017308856,0.1483642796117778,0.0860655398915033,1,1
PVT,Vận tải Dầu khí PVTrans,HOSE,Công nghiệp,2022,0.008889115601211,-0.1854010241373314,-0.0789269496473542,1.4681626092616025,0.1514698131138535,0.2728387128383963,1,1
REE,Cơ Điện Lạnh REE,HOSE,Công nghiệp,2022,-0.192230669358612,-0.1814563665347214,-0.3136593733058077,1.7995308855038052,0.3189236586176013,0.2862216269844531,1,1
SC5,Xây dựng Số 5,HOSE,Công nghiệp,2022,-0.3306440218680216,0.6050449998857939,0.0117806561504467,0.3974212290869141,-0.2591822216665614,0.0848841283177143,1,1
SFI,Vận tải SAFI,HOSE,Công nghiệp,2022,0.1473103790765861,-0.3528770035653554,0.2702528356162021,-0.0668221639138114,0.8816298976885867,0.1758987889804416,2,0
SGN,Phục vụ mặt đất Sài Gòn,HOSE,Công nghiệp,2022,0.314783821296704,-0.3637328543392044,-0.0820580559300496,-0.2221754010149931,0.3568829625624712,0.0007400945149856,2,0
SRF,SEAREFICO,HOSE,Công nghiệp,2022,-0.3533752315820215,0.4837571411431957,-0.1980495324373002,0.011229832381973,-1.1727710706853312,-0.2458417722358968,1,1
STG,Kho Vận Miền Nam,HOSE,Công nghiệp,2022,0.0802951740331303,-0.3408895393701865,0.008872528506812,0.4540836152721185,0.1570115473772763,0.0718746651638301,1,1
SVI,Bao bì Biên Hòa,HOSE,Công nghiệp,2022,-0.296589208020745,-0.212718024340636,0.1891853873891939,0.035863314829209,0.2271411342574217,-0.0114234791771112,1,1
TCD,ĐT Phát triển CN và Vận tải,HOSE,Công nghiệp,2022,-0.4041779269537451,0.4239532176693817,-0.2870591473953112,0.9561432714686972,-0.1141748900930961,0.1149369049391852,1,1
TCL,Tan Cang Logistics,HOSE,Công nghiệp,2022,-0.0955583752581643,-0.2888265121505214,0.2857686293412398,-0.2205732549225506,0.5519549050563314,0.0465530784132669,2,0
TCO,Vận tải Duyên Hải,HOSE,Công nghiệp,2022,2.1346264708459315,-0.4277055809185794,3.17203478785096,-0.5531403714402101,0.3165981257852668,0.9284826864246736,2,0
TCR,Gốm sứ TAICERA,HOSE,Công nghiệp,2022,-0.4102215999419059,0.0095888285630078,0.0947016732470535,-0.2378171804887889,-0.3800377330876174,-0.1847572023416501,2,0
TDP,Công ty Thuận Đức,HOSE,Công nghiệp,2022,-0.3989846074744365,0.1807607051316705,-0.0005103365822721,0.5884915551685845,-0.1150627275015054,0.0509389177484082,1,1
TGG,The Golden Group,HOSE,Công nghiệp,2022,-0.15820094769011,-0.3544373506566347,0.0844953465594173,-0.6989836259524667,-0.8434763978792615,-0.3941205951238111,2,0
THG,XD Tiền Giang,HOSE,Công nghiệp,2022,-0.3205227385105921,0.1877910865341317,-0.0381979550640906,0.1456793256745378,0.240269438857443,0.0430038314982859,1,1
TMS,Transimex,HOSE,Công nghiệp,2022,0.0472676885236665,-0.3291334722897474,-0.0866362982147982,0.8180007509677008,0.3551887938786093,0.1609374925730862,1,1
TTB,Tập đoàn Tiến Bộ,HOSE,Công nghiệp,2022,-0.4158586139611608,-0.8183665002208982,-0.1510792630333157,0.1199380069872054,-0.377847615780584,-0.3286427972017507,1,1
TV2,Tư vấn XD Điện 2,HOSE,Công nghiệp,2022,-0.3650785963835699,0.0314354389668836,-0.2949527377844911,0.2489879830296412,-0.2586112024216356,-0.1276438229186343,1,1
TYA,Dây và Cáp điện Taya,HOSE,Công nghiệp,2022,-0.3299823894775496,0.2829565124540986,0.3693782252523063,0.0155811873515428,-0.1734370855934369,0.0328992899973922,1,1
UIC,Phát triển Nhà và Đô thị IDICO,HOSE,Công nghiệp,2022,-0.1223517020693181,-0.3283585570035532,1.922312875596848,-0.201797870155123,0.2487345430797478,0.3037078578897202,2,0
VCG,VINACONEX,HOSE,Công nghiệp,2022,-0.3602792271499108,0.5357130649599227,-0.3540388900244285,1.7435631813539247,-0.132522748742362,0.2864870760794292,1,1
VGC,Tổng Công ty Viglacera,HOSE,Công nghiệp,2022,-0.3654611407902599,0.0554734856137494,0.0958140763859299,1.803899943759193,0.2488322390767528,0.367711720809073,1,1
VIP,Vận tải Xăng dầu VIPCO,HOSE,Công nghiệp,2022,0.8693693312343452,-0.4046039903325362,-0.0563438241313531,-0.1527156943005524,0.5942207149258886,0.1699853074791584,2,0
VNE,Xây dựng điện Việt Nam,HOSE,Công nghiệp,2022,-0.4493195783820614,-0.1016013022426023,-0.2512729006089277,0.5173411333138942,-0.3634684686866263,-0.1296642233212647,1,1
VOS,Vận tải Biển Việt Nam,HOSE,Công nghiệp,2022,-0.3533680097188508,-0.1968680499769104,-0.0649473150411067,0.4108318682472998,0.8089367090152083,0.120917040505128,1,1
VSC,VICONSHIP,HOSE,Công nghiệp,2022,0.2636107603049861,-0.3210767296416096,-0.2156118369209014,0.528418078119518,0.1663062899424507,0.0843293123608887,1,1
VSI,Đầu tư và Xây dựng Cấp thoát nước,HOSE,Công nghiệp,2022,-0.1621346918945093,-0.5113972335933914,-0.1861908917384563,-0.8415283970180942,-0.0325418459641795,-0.3467586120417261,2,0
VTB,Viettronics Tân Bình,HOSE,Công nghiệp,2022,0.1854725860967623,-0.357649630833,0.1086881481868006,-1.2464163146226273,0.1753117926047881,-0.2269186837134552,2,0
VTO,VITACO,HOSE,Công nghiệp,2022,1.0346947005170632,-0.2957807172044142,0.0589579197641072,0.001494823238365,-0.1176110963547771,0.1363511259920688,2,0
ACC,Đầu tư và XD Bình Dương ACC,HOSE,Công nghiệp,2023,-0.3997087442170712,-0.0862543972596075,-0.2739746900878365,-0.044257117681716,-0.1786073451820632,-0.1965604588856588,1,0
ADP,Sơn Á Đông,HOSE,Công nghiệp,2023,-0.1208011046916645,-0.3443789599046125,0.3909103472636918,-0.7918907176736629,0.8766414435791585,0.002096201714582,1,0
APH,Tập đoàn An Phát Holdings,HOSE,Công nghiệp,2023,-0.1878528557948546,0.0098539301693354,0.3906624394734524,1.5604923121522436,-0.4709091767123293,0.2604493298575695,0,1
ASG,Tập đoàn ASG,HOSE,Công nghiệp,2023,-0.1458543220219552,-0.2021770084288445,-0.1271944332773471,0.3963684727647529,-0.5882878568533512,-0.133429029563349,0,1
BCE,XD và GT Bình Dương,HOSE,Công nghiệp,2023,-0.3643233846433036,-0.0781207792604646,-0.4679363323733672,-1.030178199497651,-0.6777008162695989,-0.523651902408877,1,0
BMP,Nhựa Bình Minh,HOSE,Công nghiệp,2023,0.64946443758765,-0.3946784143387593,1.4126416825188135,0.7355180264617548,2.3772115131918263,0.9560314490842572,2,2
C32,CIC39,HOSE,Công nghiệp,2023,-0.3406984185930934,-0.2334685742072392,-0.2216470252359429,-0.5030095975274683,-1.113634120744201,-0.482491547261589,1,0
C47,Xây dựng 47,HOSE,Công nghiệp,2023,-0.4793774793626157,0.7693384780477506,-0.2150682707910759,-0.0097292058716369,-0.530291677647266,-0.0930256311249688,0,1
CDC,Chương Dương Corp,HOSE,Công nghiệp,2023,-0.3940601883737449,1.3133938662965965,-0.1489498400243917,0.0788321190826252,-0.5598000929676655,0.0578831728026839,0,1
CIG,Xây dựng COMA 18,HOSE,Công nghiệp,2023,-0.4778925009982672,0.9533024388457784,-0.5092825358318891,-1.218920935622796,-1.117226325601876,-0.47400397184181,1,0
CII,Hạ tầng Kỹ thuật TP.HCM,HOSE,Công nghiệp,2023,-0.4189360409235916,0.6880399746321131,-0.4907498738749073,1.4325850985402755,-0.2740311933112012,0.1873815930125377,0,1
CLL,Cảng Cát Lái,HOSE,Công nghiệp,2023,2.1480696145030223,-0.4452034942244047,-0.1422306195163099,-0.746685392639166,1.1076199554937338,0.384314012723375,2,2
CRC,Create Capital Việt Nam,HOSE,Công nghiệp,2023,-0.2368569929399843,-0.2239769259078591,-0.1620568165133675,-0.7155469212861293,-0.0981274269641083,-0.2873130167222897,1,0
CTD,Xây dựng Coteccons,HOSE,Công nghiệp,2023,-0.3048522205984709,0.2198491246047997,-0.0999174695616812,1.8091562182670795,-0.5699080541587102,0.2108655197106033,0,1
CTI,Cường Thuận IDICO,HOSE,Công nghiệp,2023,-0.516395373013491,0.3622987907978451,-0.2712108283177594,0.2684493048687463,-0.245313548514225,-0.0804343308357768,0,1
CTR,Công trình Viettel,HOSE,Công nghiệp,2023,-0.3608029502412488,0.5581355993340134,0.3989889273774084,1.2649052459784111,0.5505977393341513,0.4823649123565471,0,1
CVT,CMC JSC,HOSE,Công nghiệp,2023,-0.3419645812624788,0.6221450388981875,-0.2629649473410397,0.41188612606653,-0.4614093204284378,-0.0064615368134477,0,1
DC4,Xây dựng DIC Holdings,HOSE,Công nghiệp,2023,-0.467383208337097,0.106928996945638,-0.3054307174000318,-0.2075499702860365,0.4419071599087137,-0.0863055478337627,1,0
DHA,Hóa An,HOSE,Công nghiệp,2023,1.3043433952913055,-0.4234742589325382,0.1305210188634382,-0.8166678925264355,1.2744482681390683,0.2938341061669677,2,2
DPG,Tập đoàn Đạt Phương,HOSE,Công nghiệp,2023,-0.2269632574799241,0.2975469400508131,-0.1660526468454384,0.8742569400581324,0.0347961954481375,0.1627168342463441,0,1
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,2023,0.0581776659216787,-0.4029413960059209,-0.0612028313891203,-0.2332126236032565,2.182589256033165,0.3086820141913092,2,2
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,2023,0.0443638493481814,-0.3671701809343971,0.1467983771219513,-1.539710228368936,-1.3474126169649772,-0.6126261599596354,1,0
EVG,Tập đoàn Everland,HOSE,Công nghiệp,2023,0.1952912928558359,-0.3060135213627993,1.625628773299992,0.2774044398997927,-0.5676592469366736,0.2449303475512295,1,0
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2023,-0.0965445159102444,-0.3192130393186072,-0.2599647412137396,-0.5517189371285156,-0.4618767180441951,-0.3378635903230603,1,0
FCN,FECON CORP,HOSE,Công nghiệp,2023,-0.3596021094665065,0.1505830049287274,-0.3771751367682627,0.9089126849376236,-0.7942885075019984,-0.0943140127740833,0,1
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2023,-0.4020347750972905,0.1899589046668739,0.0440048266706872,2.345275617019745,-0.4449384356088587,0.3464532275302313,0,1
GMD,Gemadept,HOSE,Công nghiệp,2023,-0.0303349687277586,-0.3179562856099645,-0.3037251974370141,1.1703419702760351,2.2921069813161163,0.5620864999634829,2,2
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2023,1.974233145476418,-0.4626463039611875,-0.0017072177624312,-1.5159836248641432,0.084143494526029,0.015607898682937,2,2
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2023,-0.2447725570510699,-0.0601689210914673,0.2430262712238086,0.111962127391489,-0.0005695786740552,0.009895468359741,0,1
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2023,-0.2701351842525046,-0.191888994976366,-0.237486693667677,0.7034293081711811,0.2322737767839002,0.0472384424117067,0,1
HAS,Hacisco,HOSE,Công nghiệp,2023,-0.2140345713265115,-0.2451947714968786,-0.2712363065134801,-1.4804281591587074,-0.6835267008520477,-0.578884101869525,1,0
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,HOSE,Công nghiệp,2023,-0.5017470814279675,0.5310227055702466,-0.3816887088403264,1.4260148307842226,-0.2531730482668959,0.1640857395638559,0,1
HID,Halcom Vietnam,HOSE,Công nghiệp,2023,-0.1455161929017293,-0.1655100881735655,-0.4501927845659003,-0.3796547234665642,-0.6945065289610538,-0.3670760636137625,1,0
HT1,VICEM Hà Tiên,HOSE,Công nghiệp,2023,-0.4664676625613782,-0.1503387634048534,0.4738767207457695,1.1962182743715952,-0.6766515923944588,0.0753273953513348,0,1
HTI,PT Hạ tầng IDICO,HOSE,Công nghiệp,2023,-0.0196174257399168,0.3141898736647194,-1.311665424976861,-0.3631340974162543,0.1219474697077915,-0.2516559209521042,1,0
HTV,Logistics Vicem,HOSE,Công nghiệp,2023,0.0290865304868343,-0.3743445360589924,-0.1423219885266236,-0.9402820475661218,-0.4760234319881781,-0.3807770947306163,1,0
HU1,Xây dựng HUD1,HOSE,Công nghiệp,2023,-0.4575872671482177,0.7802636649391365,-0.3290362030742472,-0.9341821010689338,-0.7029939781035167,-0.3287071768911557,1,0
HUB,Xây lắp Huế,HOSE,Công nghiệp,2023,-0.1867538491420832,-0.2397147019055711,-0.1776583842480528,-0.5793894975056624,0.3624763245350681,-0.1642080216532602,1,0
HVH,Đầu tư và Công nghệ HVC,HOSE,Công nghiệp,2023,-0.1616314496242709,-0.3289328295500323,-0.3327641908538298,-0.8179183015238114,-0.4661801643239274,-0.4214853871751743,1,0
HVX,Xi măng Vicem Hải Vân,HOSE,Công nghiệp,2023,-0.5409787139705825,-0.1323584499317582,0.4718496929008045,-0.5773195454272175,-1.928174350170405,-0.5413962733198318,1,0
L10,LILAMA 10,HOSE,Công nghiệp,2023,-0.0145824591966854,1.081135224631656,-0.0398531113238383,-0.1218924145840971,-0.2542964635709987,0.1301021551912073,0,1
LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,2023,0.0032074899589268,-0.3641881184178484,0.1385679609678101,-0.3543486068144397,0.9735576831883014,0.07935928177655,1,0
LCG,LIZEN,HOSE,Công nghiệp,2023,-0.3303155887441061,0.096499378187474,-0.3707438003224861,0.6600727160513239,-0.3975160797437114,-0.0684006749143011,0,1
LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,2023,-0.4166360620131368,0.957678548204164,-0.5688140349940758,1.0849414529665176,1.2137536311698611,0.4541847070666661,0,1
LM8,LILAMA 18,HOSE,Công nghiệp,2023,-0.4665697460656393,0.783776080693372,0.0683972969681842,-0.0604102952690224,-0.5150026220575588,-0.0379618571461328,0,1
MCP,In và Bao bì Mỹ Châu,HOSE,Công nghiệp,2023,-0.1863357731844342,-0.3617528359219598,0.3909516827245247,-0.8725003942242094,-0.1617670646081181,-0.2382808770428393,1,0
MDG,Xây dựng Miền Đông,HOSE,Công nghiệp,2023,-0.4142487332636204,0.2720568353110723,-0.1415683434142305,-1.016376151673697,-2.350559217969326,-0.7301391222019603,1,0
MHC,CTCP MHC,HOSE,Công nghiệp,2023,2.464000524494148,-0.3502470258205515,-1.327748023322767,-0.9906579819496976,0.000306157980261,-0.0408692697237213,2,2
NAV,Tấm lợp và gỗ Nam Việt,HOSE,Công nghiệp,2023,6.403103437054028,-0.4630679960454986,0.0969677249782059,-1.6558883538590026,0.9966542502090971,1.075553812467366,2,2
NCT,DV Hàng hóa Nội Bài,HOSE,Công nghiệp,2023,0.051711784426575,-0.3652096440890543,0.4553269686565746,-0.5555399721145531,3.2728796575620795,0.5718337588883243,2,2
NHA,PT Nhà và Đô thị Nam HN,HOSE,Công nghiệp,2023,-0.4913604423889843,-0.2175101792829961,-0.451498054662491,-1.1950079002769671,-0.4591221966305633,-0.5628997546484003,1,0
NNC,Đá Núi Nhỏ,HOSE,Công nghiệp,2023,0.1758859102855392,-0.4182175611900245,-0.0553648103940436,-1.088377607437485,0.4289311512075106,-0.1914285835057006,1,0
NO1,Tâp đoàn 911,HOSE,Công nghiệp,2023,-0.1487887418215618,-0.3034860267887538,0.5890574327608014,-0.6863366568887063,-0.2990584256952766,-0.1697224836866994,1,0
PAC,Pin Ắc quy Miền Nam,HOSE,Công nghiệp,2023,-0.4219234188962023,0.1840712222292242,0.483203103629899,0.4740855654811566,-0.0287712473349421,0.138133045021827,0,1
PC1,Tập đoàn PC1,HOSE,Công nghiệp,2023,-0.2281802330685512,0.4818831392711005,-0.2775744270254102,1.5391037940887562,-0.5341592191186184,0.1962146108294554,0,1
PDN,Cảng Đồng Nai,HOSE,Công nghiệp,2023,0.0125963959728999,-0.3320573247751702,0.1242282569573841,-0.0616232760861129,1.7184862257949751,0.2923260555727952,2,2
PHC,Xây dựng Phục Hưng Holdings,HOSE,Công nghiệp,2023,-0.441492997558847,1.0485579735715609,-0.2513380699801696,0.3922193165495883,-0.6417376100322257,0.0212417225099813,0,1
PJT,Vận tải thủy PETROLIMEX,HOSE,Công nghiệp,2023,-0.2495343634109018,-0.2988504904077371,1.6752108907795502,-0.6476880196593744,-0.2591502861457408,0.0439975462311592,1,0
PVP,Vận tải Dầu khí Thái Bình Dương,HOSE,Công nghiệp,2023,-0.1314675001115272,-0.243763054929169,0.0118566942432138,0.306998605790248,0.1825498845738739,0.0252349259133278,0,1
PVT,Vận tải Dầu khí PVTrans,HOSE,Công nghiệp,2023,-0.2314312373154238,-0.0884985003276684,0.0120199296393505,1.5553016167303235,0.2990664089841384,0.309291643542144,0,1
SBG,Tập Đoàn Cơ Khí Công Nghệ Cao Siba,HOSE,Công nghiệp,2023,-0.4149842882271068,0.2805159422032547,1.0820627782544596,0.2558961173932029,-0.3222439702696994,0.1762493158708222,0,1
SC5,Xây dựng Số 5,HOSE,Công nghiệp,2023,-0.3454150651174194,2.030762482673752,0.1019198663163179,0.4261948148785396,-0.2843329960276962,0.3858258205446987,0,1
SFI,Vận tải SAFI,HOSE,Công nghiệp,2023,0.5554428573917286,-0.3940042422777417,0.2668230227826054,-0.2618191671378485,0.4694960702930235,0.1271877082103534,1,0
SGN,Phục vụ mặt đất Sài Gòn,HOSE,Công nghiệp,2023,0.4965105272048269,-0.3681348762497022,0.1519387016045594,-0.0108587143061862,1.2316680293585935,0.3002247335224183,2,2
SRF,SEAREFICO,HOSE,Công nghiệp,2023,-0.3692994720484415,0.7709036105697917,-0.0463017046957244,0.1417330483526382,-0.6610555679049904,-0.0328040171453452,0,1
STG,Kho Vận Miền Nam,HOSE,Công nghiệp,2023,0.2792530585462424,-0.368507054055535,-0.1036041016145951,0.3523243753672244,-0.0848435318763614,0.014924549273395,0,1
SVI,Bao bì Biên Hòa,HOSE,Công nghiệp,2023,-0.2393341002108135,-0.2820700017393177,0.2002289753125977,-0.0192391650524013,0.4694587234057719,0.0258088863431674,1,0
TCD,Tập đoàn Xây dựng Tracodi,HOSE,Công nghiệp,2023,-0.37834833909261,0.0893062667464445,-0.4197144582201875,0.7813953162568612,-0.2721188768877587,-0.0398960182394501,0,1
TCL,Tan Cang Logistics,HOSE,Công nghiệp,2023,-0.2693095921703987,-0.2427549095411643,0.4273634330868528,-0.1118800276456073,0.8326232672137568,0.1272084341886878,1,0
TCO,TCO Holdings,HOSE,Công nghiệp,2023,-0.4563813911155756,0.730138532003395,-0.5506047066637327,-1.2809955162039472,-0.114094205961706,-0.3343874575883133,1,0
TCR,Gốm sứ TAICERA,HOSE,Công nghiệp,2023,-0.4178784297312657,-4.823228736880033,0.1127809447968891,-0.2897565126566827,-0.810786013447495,-1.2457737495837171,1,0
TDP,Công ty Thuận Đức,HOSE,Công nghiệp,2023,-0.4475261438258879,0.8823425119126497,0.1938903597810211,0.6843755034235559,-0.4713895011107141,0.1683385460361249,0,1
THG,XD Tiền Giang,HOSE,Công nghiệp,2023,-0.3699375772943171,0.2286794715877999,0.0907467943972676,0.1671010017335431,0.2784006924033388,0.0789980765655264,0,1
TMS,Transimex,HOSE,Công nghiệp,2023,-0.1419239184197853,-0.2352517139482034,-0.2824648221221891,0.8002120318688137,-0.338250582690351,-0.039535801062343,0,1
TV2,Tư vấn XD Điện 2,HOSE,Công nghiệp,2023,-0.3500194866197855,-0.1220946817093895,-0.3309601091461448,0.1279481997095813,-0.3782633254365956,-0.2106778806404668,0,1
TYA,Dây và Cáp điện Taya,HOSE,Công nghiệp,2023,-0.3494697754932841,-0.0762285170188089,0.4109968541787143,-0.1191849539503099,-0.6907638044795391,-0.1649300393526455,1,0
VCG,VINACONEX,HOSE,Công nghiệp,2023,-0.3730648569507711,0.3138784559907153,-0.2973114045051967,1.854556085200309,-0.4589506635120032,0.2078215232446106,0,1
VGC,Tổng Công ty Viglacera,HOSE,Công nghiệp,2023,-0.3935804675331651,0.1595545993222128,0.1781846005882385,1.7769939321101669,0.0795987088002902,0.3601502746575487,0,1
VIP,Vận tải Xăng dầu VIPCO,HOSE,Công nghiệp,2023,0.6127407280041103,-0.4321745044856127,-0.0545919275700813,-0.2834496240138843,0.1064253164064003,-0.0102100023318135,1,0
VNE,Xây dựng điện Việt Nam,HOSE,Công nghiệp,2023,-0.4746560879373791,0.6439000480560968,-0.3973760980820539,0.2833216436512106,-0.881631326543182,-0.1652883641710615,0,1
